Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HC Genotype x Time_235,HMDB0242141,Eicosanedioic acid,0.0100933352509508,0.0750136805416277,0.89386377634969,,Interaction,-0.13693347861064,0.157120149112541
HC Genotype x Time_(joint),HMDB0242141,Eicosanedioic acid,,,,0.39324628816048,Interaction,,
HC Genotype x Time_120,HMDB0006116,3-Hydroxyhippuric acid,0.300888084814166,0.38168453775168,0.436697048347197,,Interaction,-0.447213609179127,1.04898977880746
HC Genotype x Time_235,HMDB0006116,3-Hydroxyhippuric acid,-0.0457709687863336,0.38168453775168,0.905347348896211,,Interaction,-0.793872662779627,0.70233072520696
HC Genotype x Time_(joint),HMDB0006116,3-Hydroxyhippuric acid,,,,0.619298042452011,Interaction,,
HC Genotype x Time_120,HMDB0000714,Hippuric acid,0.0151518978298081,0.0520301369969555,0.772891772497618,,Interaction,-0.0868271706842248,0.117130966343841
HC Genotype x Time_235,HMDB0000714,Hippuric acid,0.0458483281656159,0.0520301369969555,0.385221652796559,,Interaction,-0.056130740348417,0.147827396679649
HC Genotype x Time_(joint),HMDB0000714,Hippuric acid,,,,0.671795994433161,Interaction,,
HC Genotype x Time_120,HMDB0002100,Palmitoyl-EA,0.209310642408106,0.0860003709887376,0.0211076003542624,,Interaction,0.0407499152701801,0.377871369546032
HC Genotype x Time_235,HMDB0002100,Palmitoyl-EA,0.132053769486929,0.0860003709887376,0.135141002015351,,Interaction,-0.0365069576509963,0.300614496624855
HC Genotype x Time_(joint),HMDB0002100,Palmitoyl-EA,,,,0.063333831742189,Interaction,,
HC Genotype x Time_120,HMDB0001999,Eicosapentaenoic acid,0.191867343889157,0.19338200468056,0.32905137450838,,Interaction,-0.18716138528474,0.570896073063055
HC Genotype x Time_235,HMDB0001999,Eicosapentaenoic acid,-0.0195526160732743,0.19338200468056,0.920136854469306,,Interaction,-0.398581345247172,0.359476113100623
HC Genotype x Time_(joint),HMDB0001999,Eicosapentaenoic acid,,,,0.490292963083975,Interaction,,
HC Genotype x Time_120,HMDB0001388,alpha-Linolenic acid,0.236355713205699,0.30368272795085,0.442488848647904,,Interaction,-0.358862433577967,0.831573859989366
HC Genotype x Time_235,HMDB0001388,alpha-Linolenic acid,-0.217259303095268,0.30368272795085,0.479883769256179,,Interaction,-0.812477449878935,0.377958843688398
HC Genotype x Time_(joint),HMDB0001388,alpha-Linolenic acid,,,,0.34072914478944,Interaction,,
HC Genotype x Time_120,HMDB0000806,Myristic acid,0.362874545624477,0.240955248367744,0.139059440439396,,Interaction,-0.1093977411763,0.835146832425255
HC Genotype x Time_235,HMDB0000806,Myristic acid,-0.0221022460332166,0.240955248367744,0.927321598427617,,Interaction,-0.494374532833994,0.450170040767561
HC Genotype x Time_(joint),HMDB0000806,Myristic acid,,,,0.211248613229612,Interaction,,
HC Genotype x Time_120,HMDB0031057,2-Hydroxy palmitic acid,0.124011108333541,0.0918797047785347,0.187205900125145,,Interaction,-0.0560731130323868,0.304095329699469
HC Genotype x Time_235,HMDB0031057,2-Hydroxy palmitic acid,0.0662283248366714,0.0918797047785347,0.476602810977544,,Interaction,-0.113855896529257,0.246312546202599
HC Genotype x Time_(joint),HMDB0031057,2-Hydroxy palmitic acid,,,,0.412465107852141,Interaction,,
HC Genotype x Time_120,HMDB0002183,Docosahexaenoic acid,0.140136660543433,0.203049060743071,0.495397605447685,,Interaction,-0.257839498512986,0.538112819599852
HC Genotype x Time_235,HMDB0002183,Docosahexaenoic acid,-0.0549537993905407,0.203049060743071,0.788519021622839,,Interaction,-0.45292995844696,0.343022359665878
HC Genotype x Time_(joint),HMDB0002183,Docosahexaenoic acid,,,,0.616903008939294,Interaction,,
HC Genotype x Time_120,HMDB0003229,Palmitoleic acid,0.528046864413001,0.358971584418475,0.14825006354517,,Interaction,-0.17553744104721,1.23163116987321
HC Genotype x Time_235,HMDB0003229,Palmitoleic acid,-0.149176819300261,0.358971584418475,0.679701745931475,,Interaction,-0.852761124760471,0.55440748615995
HC Genotype x Time_(joint),HMDB0003229,Palmitoleic acid,,,,0.15196740588817,Interaction,,
HC Genotype x Time_120,HMDB0001043,Arachidonic acid,0.180900860408564,0.171196376779181,0.299090124634899,,Interaction,-0.154644038078631,0.516445758895759
HC Genotype x Time_235,HMDB0001043,Arachidonic acid,-0.0224720404510985,0.171196376779181,0.89644226402351,,Interaction,-0.358016938938293,0.313072858036096
HC Genotype x Time_(joint),HMDB0001043,Arachidonic acid,,,,0.438135992695778,Interaction,,
HC Genotype x Time_120,HMDB0000015,11-Deoxycortisol,0.0764810660515963,0.0980692917868798,0.441578444781282,,Interaction,-0.115734745850688,0.268696877953881
HC Genotype x Time_235,HMDB0000015,11-Deoxycortisol,0.0897901837598797,0.0980692917868798,0.367189075611968,,Interaction,-0.102425628142405,0.282005995662164
HC Genotype x Time_(joint),HMDB0000015,11-Deoxycortisol,,,,0.618462207471601,Interaction,,
HC Genotype x Time_120,HMDB0032358,Lauroyl diethanolamide,0.0762736909938428,0.152283583505472,0.620120514009587,,Interaction,-0.222202132676883,0.374749514664569
HC Genotype x Time_235,HMDB0032358,Lauroyl diethanolamide,-0.141920332055588,0.152283583505472,0.358803541155131,,Interaction,-0.440396155726314,0.156555491615138
HC Genotype x Time_(joint),HMDB0032358,Lauroyl diethanolamide,,,,0.359931926589977,Interaction,,
HC Genotype x Time_120,HMDB0010736,3-Oxooctadecanoic acid,0.0653479252542325,0.0444644953868552,0.152062555058479,,Interaction,-0.0218024857040038,0.152498336212469
HC Genotype x Time_235,HMDB0010736,3-Oxooctadecanoic acid,0.0355888116012853,0.0444644953868552,0.429779579226735,,Interaction,-0.0515615993569509,0.122739222559522
HC Genotype x Time_(joint),HMDB0010736,3-Oxooctadecanoic acid,,,,0.351507558451278,Interaction,,
HC Genotype x Time_120,HMDB0000673,Linoleic acid,0.271668311119112,0.20218593544971,0.18579611679598,,Interaction,-0.12461612236232,0.667952744600544
HC Genotype x Time_235,HMDB0000673,Linoleic acid,-0.0714063421052105,0.20218593544971,0.725608874105129,,Interaction,-0.467690775586642,0.324878091376222
HC Genotype x Time_(joint),HMDB0000673,Linoleic acid,,,,0.212548282705601,Interaction,,
HC Genotype x Time_120,HMDB0001976,Docosapentaenoic acid (22n-6),0.284777720837787,0.267371947668567,0.295328625247696,,Interaction,-0.239271296592604,0.808826738268177
HC Genotype x Time_235,HMDB0001976,Docosapentaenoic acid (22n-6),-0.0161594183594968,0.267371947668567,0.952207652173837,,Interaction,-0.540208435789888,0.507889599070894
HC Genotype x Time_(joint),HMDB0001976,Docosapentaenoic acid (22n-6),,,,0.457968768513346,Interaction,,
HC Genotype x Time_120,HMDB0000826,Pentadecylic acid,0.271910718611912,0.128715745375011,0.0430769482620338,,Interaction,0.0196278576768893,0.524193579546934
HC Genotype x Time_235,HMDB0000826,Pentadecylic acid,0.0527519168570875,0.128715745375011,0.684840584894952,,Interaction,-0.199530944077935,0.30503477779211
HC Genotype x Time_(joint),HMDB0000826,Pentadecylic acid,,,,0.098202832185792,Interaction,,
HC Genotype x Time_120,HMDB0012252,Linoleoyl-EA,-0.0641937113247111,0.230852153539629,0.782864019269877,,Interaction,-0.516663932262384,0.388276509612962
HC Genotype x Time_235,HMDB0012252,Linoleoyl-EA,0.0865249030148944,0.230852153539629,0.710440967738852,,Interaction,-0.365945317922779,0.538995123952567
HC Genotype x Time_(joint),HMDB0012252,Linoleoyl-EA,,,,0.808024015528808,Interaction,,
HC Genotype x Time_120,HMDB0060038,10Z-Heptadecenoic acid,0.557148306749904,0.311597874906389,0.0805047078202928,,Interaction,-0.0535835280666188,1.16788014156643
HC Genotype x Time_235,HMDB0060038,10Z-Heptadecenoic acid,-0.151393886365216,0.311597874906389,0.629421816989997,,Interaction,-0.762125721181739,0.459337948451307
HC Genotype x Time_(joint),HMDB0060038,10Z-Heptadecenoic acid,,,,0.0672508842176657,Interaction,,
HC Genotype x Time_120,HMDB0001008,Biliverdin,-0.00622314693969982,0.396623131696769,0.987585329048824,,Interaction,-0.783604485065367,0.771158191185967
HC Genotype x Time_235,HMDB0001008,Biliverdin,-0.0840707302451761,0.396623131696769,0.833566882731506,,Interaction,-0.861452068370843,0.693310607880491
HC Genotype x Time_(joint),HMDB0001008,Biliverdin,,,,0.97251076716966,Interaction,,
HC Genotype x Time_120,HMDB0002925,Eicosatrienoic acid,0.306282931391883,0.207034800935357,0.149464109068139,,Interaction,-0.0995052784414162,0.712071141225182
HC Genotype x Time_235,HMDB0002925,Eicosatrienoic acid,-0.0488005301018734,0.207034800935357,0.815258130429632,,Interaction,-0.454588739935172,0.356987679731425
HC Genotype x Time_(joint),HMDB0002925,Eicosatrienoic acid,,,,0.194757114217934,Interaction,,
HC Genotype x Time_120,HMDB0001898,Mesobilirubinogen,0.0572851116068466,0.122338837002511,0.642990455265201,,Interaction,-0.182499008918075,0.297069232131769
HC Genotype x Time_235,HMDB0001898,Mesobilirubinogen,0.0628800908634467,0.122338837002511,0.611029272235333,,Interaction,-0.176904029661475,0.302664211388369
HC Genotype x Time_(joint),HMDB0001898,Mesobilirubinogen,,,,0.851312723648422,Interaction,,
HC Genotype x Time_120,HMDB0000220,Palmitic acid,0.106364979716314,0.0664691569921291,0.1200305380209,,Interaction,-0.0239145679882589,0.236644527420887
HC Genotype x Time_235,HMDB0000220,Palmitic acid,-0.00838511578656206,0.0664691569921291,0.900454482101271,,Interaction,-0.138664663491135,0.121894431918011
HC Genotype x Time_(joint),HMDB0000220,Palmitic acid,,,,0.174371519935231,Interaction,,
HC Genotype x Time_120,HMDB0002226,Adrenic acid,0.228027651703067,0.234857273278823,0.339351605382256,,Interaction,-0.232292603923426,0.68834790732956
HC Genotype x Time_235,HMDB0002226,Adrenic acid,-0.0649985182553816,0.234857273278823,0.783864250382103,,Interaction,-0.525318773881875,0.395321737371111
HC Genotype x Time_(joint),HMDB0002226,Adrenic acid,,,,0.433881913405756,Interaction,,
HC Genotype x Time_120,HMDB0011773,Cer 18:1;O2/14:0,-0.08167414699228,0.208504498928237,0.698038230115816,,Interaction,-0.490342964891624,0.326994670907064
HC Genotype x Time_235,HMDB0011773,Cer 18:1;O2/14:0,-0.105095508877661,0.208504498928237,0.617912059911778,,Interaction,-0.513764326777005,0.303573309021683
HC Genotype x Time_(joint),HMDB0011773,Cer 18:1;O2/14:0,,,,0.869888794613697,Interaction,,
HC Genotype x Time_120,HMDB0000207,Oleic acid,0.30370407685238,0.151223955426519,0.0536863562973962,,Interaction,0.00730512421640228,0.600103029488358
HC Genotype x Time_235,HMDB0000207,Oleic acid,-0.0332396516563052,0.151223955426519,0.827512310450647,,Interaction,-0.329638604292283,0.263159300979673
HC Genotype x Time_(joint),HMDB0000207,Oleic acid,,,,0.0640780352839112,Interaction,,
HC Genotype x Time_120,HMDB0062549,2-Hydroxystearic acid,0.490467809220461,0.3365697208118,0.155434854980128,,Interaction,-0.169208843570666,1.15014446201159
HC Genotype x Time_235,HMDB0062549,2-Hydroxystearic acid,0.211546729488635,0.3365697208118,0.53440837707331,,Interaction,-0.448129923302492,0.871223382279762
HC Genotype x Time_(joint),HMDB0062549,2-Hydroxystearic acid,,,,0.356245394479417,Interaction,,
HC Genotype x Time_120,HMDB0005060,Eicosadienoic acid,0.558683278412137,0.506401091797933,0.278693277991186,,Interaction,-0.433862861511812,1.55122941833609
HC Genotype x Time_235,HMDB0005060,Eicosadienoic acid,-0.0773278616229743,0.506401091797933,0.879656637408774,,Interaction,-1.06987400154692,0.915218278300975
HC Genotype x Time_(joint),HMDB0005060,Eicosadienoic acid,,,,0.402101997143194,Interaction,,
HC Genotype x Time_120,HMDB0002259,Margaric acid,0.963960733280045,0.346608552698666,0.00927078110322306,,Interaction,0.284607969990661,1.64331349656943
HC Genotype x Time_235,HMDB0002259,Margaric acid,-0.0384234628329532,0.346608552698666,0.912469265145803,,Interaction,-0.717776226122338,0.640929300456431
HC Genotype x Time_(joint),HMDB0002259,Margaric acid,,,,0.0101497173220716,Interaction,,
HC Genotype x Time_120,HMDB0000827,Stearic acid,0.0433271394618337,0.0339151194369089,0.211218038032059,,Interaction,-0.0231464946345078,0.109800773558175
HC Genotype x Time_235,HMDB0000827,Stearic acid,0.0145070075102218,0.0339151194369089,0.671892095851947,,Interaction,-0.0519666265861198,0.0809806416065633
HC Genotype x Time_(joint),HMDB0000827,Stearic acid,,,,0.439231627329455,Interaction,,
HC Genotype x Time_120,HMDB0001476,3-Hydroxyanthranilic acid,0.268834546749938,0.112982636522688,0.0238992377841253,,Interaction,0.0473885791654697,0.490280514334407
HC Genotype x Time_235,HMDB0001476,3-Hydroxyanthranilic acid,0.222871811716771,0.112982636522688,0.0578170559019776,,Interaction,0.00142584413230232,0.444317779301239
HC Genotype x Time_(joint),HMDB0001476,3-Hydroxyanthranilic acid,,,,0.0532334222145647,Interaction,,
HC Genotype x Time_120,HMDB0002231,Eicosenoic acid,0.510218728831653,0.279607789152615,0.0780096504600732,,Interaction,-0.0378125379074713,1.05824999557078
HC Genotype x Time_235,HMDB0002231,Eicosenoic acid,-0.0147141754399277,0.279607789152615,0.958380085100778,,Interaction,-0.562745442179052,0.533317091299197
HC Genotype x Time_(joint),HMDB0002231,Eicosenoic acid,,,,0.119140698372222,Interaction,,
HC Genotype x Time_120,HMDB0000801,Phytanic acid,0.23825857347162,0.223699848477857,0.295336619131539,,Interaction,-0.20019312954498,0.676710276488221
HC Genotype x Time_235,HMDB0000801,Phytanic acid,0.242565422454714,0.223699848477858,0.286854254902884,,Interaction,-0.195886280561886,0.681017125471315
HC Genotype x Time_(joint),HMDB0000801,Phytanic acid,,,,0.471864954828676,Interaction,,
HC Genotype x Time_120,HMDB0061710,Xi-17-Methyloctadecanoic acid,0.400946292509616,0.199033980028432,0.0530022363687523,,Interaction,0.010839691653889,0.791052893365343
HC Genotype x Time_235,HMDB0061710,Xi-17-Methyloctadecanoic acid,0.143678767078094,0.199033980028432,0.475957291085087,,Interaction,-0.246427833777633,0.533785367933821
HC Genotype x Time_(joint),HMDB0061710,Xi-17-Methyloctadecanoic acid,,,,0.14216355562093,Interaction,,
HC Genotype x Time_120,HMDB0000772,Nonadecylic acid,0.500417348214557,0.201088852575277,0.0186042962906869,,Interaction,0.106283197167015,0.894551499262099
HC Genotype x Time_235,HMDB0000772,Nonadecylic acid,0.115454003277004,0.201088852575277,0.570150426369574,,Interaction,-0.278680147770538,0.509588154324546
HC Genotype x Time_(joint),HMDB0000772,Nonadecylic acid,,,,0.0468373321059319,Interaction,,
HC Genotype x Time_120,HMDB0002212,Arachidic acid,0.293048220046662,0.119672671641874,0.02039619059981,,Interaction,0.0584897836285887,0.527606656464735
HC Genotype x Time_235,HMDB0002212,Arachidic acid,0.100635472701344,0.119672671641874,0.407044151718512,,Interaction,-0.133922963716729,0.335193909119418
HC Genotype x Time_(joint),HMDB0002212,Arachidic acid,,,,0.0599177713826907,Interaction,,
HC Genotype x Time_120,HMDB0002068,cis-Erucic acid,0.238597494111531,0.144714529814508,0.10963435301483,,Interaction,-0.0450429843249044,0.522237972547966
HC Genotype x Time_235,HMDB0002068,cis-Erucic acid,0.0346621587189886,0.144714529814508,0.812330620303833,,Interaction,-0.248978319717446,0.318302637155424
HC Genotype x Time_(joint),HMDB0002068,cis-Erucic acid,,,,0.221190415674619,Interaction,,
HC Genotype x Time_120,HMDB0002368,Nervonic acid,0.105266843856117,0.113728030329168,0.362039473499752,,Interaction,-0.117640095589052,0.328173783301286
HC Genotype x Time_235,HMDB0002368,Nervonic acid,0.0120061984291923,0.113728030329168,0.91662674495588,,Interaction,-0.210900741015976,0.234913137874361
HC Genotype x Time_(joint),HMDB0002368,Nervonic acid,,,,0.603594115532305,Interaction,,
HC Genotype x Time_120,HMDB0094649,2-Aminoheptanoic acid,0.00653575424362547,0.0360361081566595,0.85729946266102,,Interaction,-0.0640950177434271,0.077166526230678
HC Genotype x Time_235,HMDB0094649,2-Aminoheptanoic acid,-0.00172495229044561,0.0360361081566595,0.96213921901387,,Interaction,-0.0723557242774982,0.0689058196966069
HC Genotype x Time_(joint),HMDB0094649,2-Aminoheptanoic acid,,,,0.971206632891935,Interaction,,
HC Genotype x Time_120,HMDB0059655,2-Hydroxyglutaric acid,0.0159171189515703,0.0319381627124385,0.621855354911327,,Interaction,-0.0466816799648091,0.0785159178679498
HC Genotype x Time_235,HMDB0059655,2-Hydroxyglutaric acid,0.00146288991995805,0.0319381627124385,0.963770150335675,,Interaction,-0.0611359089964214,0.0640616888363375
HC Genotype x Time_(joint),HMDB0059655,2-Hydroxyglutaric acid,,,,0.859846323050324,Interaction,,
HC Genotype x Time_120,HMDB0000362,2-Phosphoglyceric acid,-0.0529291443750457,0.197899949866277,0.790949771252903,,Interaction,-0.440813046112949,0.334954757362857
HC Genotype x Time_235,HMDB0000362,2-Phosphoglyceric acid,-0.0518218858078697,0.197899949866277,0.795219753831929,,Interaction,-0.439705787545773,0.336062015930033
HC Genotype x Time_(joint),HMDB0000362,2-Phosphoglyceric acid,,,,0.954432400722158,Interaction,,
HC Genotype x Time_120,HMDB0000462,Allantoin,0.00541151831632508,0.0157565337570124,0.733658314832817,,Interaction,-0.0254712878474193,0.0362943244800694
HC Genotype x Time_235,HMDB0000462,Allantoin,0.0100071554133672,0.0157565337570124,0.53017041312284,,Interaction,-0.0208756507503771,0.0408899615771115
HC Genotype x Time_(joint),HMDB0000462,Allantoin,,,,0.818092073749445,Interaction,,
HC Genotype x Time_120,HMDB0003073,gamma-Linolenic acid,0.362857583401689,0.303834738854033,0.241733937058086,,Interaction,-0.232658504752217,0.958373671555594
HC Genotype x Time_235,HMDB0003073,gamma-Linolenic acid,-0.186147998594858,0.303834738854033,0.544716480274485,,Interaction,-0.781664086748764,0.409368089559048
HC Genotype x Time_(joint),HMDB0003073,gamma-Linolenic acid,,,,0.201822326496767,Interaction,,
HC Genotype x Time_120,HMDB0000375,3-(3-Hydroxyphenyl)propanoic acid,0.177030928915584,0.0541511605986533,0.00270776321699055,,Interaction,0.0708946541422233,0.283167203688944
HC Genotype x Time_235,HMDB0000375,3-(3-Hydroxyphenyl)propanoic acid,0.140302937302724,0.0541511605986533,0.0146372954525935,,Interaction,0.0341666625293635,0.246439212076085
HC Genotype x Time_(joint),HMDB0000375,3-(3-Hydroxyphenyl)propanoic acid,,,,0.00664505955179905,Interaction,,
HC Genotype x Time_120,HMDB0001906,Aminoisobutyric acid,0.362857583401689,0.303834738854033,0.241733937058086,,Interaction,-0.232658504752217,0.958373671555594
HC Genotype x Time_235,HMDB0001906,Aminoisobutyric acid,-0.186147998594858,0.303834738854033,0.544716480274485,,Interaction,-0.781664086748764,0.409368089559048
