genotype,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HF genotype,Time_120,HMDB0005060,Eicosadienoic acid,-2.94419416437651,0.311626310054548,1.87896506579546e-07,,Main,-3.55498173208343,-2.3334065966696
HF genotype,Time_235,HMDB0005060,Eicosadienoic acid,-0.989131897922288,0.311626310054548,0.00675993282743948,,Main,-1.5999194656292,-0.378344330215374
HF genotype,Time_(joint),HMDB0005060,Eicosadienoic acid,,,,6.79941011331924e-07,Main,,
HF genotype,Time_120,HMDB0002259,Margaric acid,-2.58401662675262,0.171171943001935,4.67723829910819e-10,,Main,-2.91951363503641,-2.24851961846882
HF genotype,Time_235,HMDB0002259,Margaric acid,-0.731379169816663,0.171171943001935,0.000773243880776607,,Main,-1.06687617810046,-0.39588216153287
HF genotype,Time_(joint),HMDB0002259,Margaric acid,,,,1.45520840094838e-09,Main,,
HF genotype,Time_120,HMDB0000827,Stearic acid,-0.201726067916912,0.016836147260994,9.53810352939682e-09,,Main,-0.23472491654846,-0.168727219285363
HF genotype,Time_235,HMDB0000827,Stearic acid,-0.1184175146312,0.016836147260994,5.92552176780227e-06,,Main,-0.151416363262749,-0.0854186659996521
HF genotype,Time_(joint),HMDB0000827,Stearic acid,,,,4.10110977984781e-08,Main,,
HF genotype,Time_120,HMDB0001476,3-Hydroxyanthranilic acid,-0.189363689680647,0.0764306137802106,0.0218073366409361,,Main,-0.33916769268986,-0.0395596866714343
HF genotype,Time_235,HMDB0001476,3-Hydroxyanthranilic acid,-0.133719811710869,0.0764306137802106,0.094795568892546,,Main,-0.283523814720082,0.0160841912983434
HF genotype,Time_(joint),HMDB0001476,3-Hydroxyanthranilic acid,,,,0.0592356887514206,Main,,
HF genotype,Time_120,HMDB0002231,Eicosenoic acid,-2.04247331906276,0.131190183995789,3.10730638797757e-10,,Main,-2.29960607969451,-1.78534055843101
HF genotype,Time_235,HMDB0002231,Eicosenoic acid,-0.847807254947086,0.131190183995789,1.49163404727097e-05,,Main,-1.10494001557883,-0.59067449431534
HF genotype,Time_(joint),HMDB0002231,Eicosenoic acid,,,,1.35867243928562e-09,Main,,
HF genotype,Time_120,HMDB0000801,Phytanic acid,-1.63313003512316,0.16479516305162,1.04462831015189e-07,,Main,-1.95612855470433,-1.31013151554198
HF genotype,Time_235,HMDB0000801,Phytanic acid,-1.35950666363244,0.16479516305162,9.55859151302965e-07,,Main,-1.68250518321361,-1.03650814405126
HF genotype,Time_(joint),HMDB0000801,Phytanic acid,,,,2.01319461521366e-07,Main,,
HF genotype,Time_120,HMDB0061710,Xi-17-Methyloctadecanoic acid,-1.46024200404772,0.106276119858396,1.6152626638727e-09,,Main,-1.66854319897018,-1.25194080912526
HF genotype,Time_235,HMDB0061710,Xi-17-Methyloctadecanoic acid,-0.863017683051028,0.106276119858396,1.15017916133729e-06,,Main,-1.07131887797348,-0.654716488128571
HF genotype,Time_(joint),HMDB0061710,Xi-17-Methyloctadecanoic acid,,,,6.95790821087119e-09,Main,,
HF genotype,Time_120,HMDB0000772,Nonadecylic acid,-1.44129485092306,0.0891141135762332,1.8711758677685e-10,,Main,-1.61595851353247,-1.26663118831364
HF genotype,Time_235,HMDB0000772,Nonadecylic acid,-0.629010301579939,0.0891141135762332,5.69695268185206e-06,,Main,-0.803673964189356,-0.454346638970522
HF genotype,Time_(joint),HMDB0000772,Nonadecylic acid,,,,8.42548309943638e-10,Main,,
HF genotype,Time_120,HMDB0002212,Arachidic acid,-0.77851805383829,0.0674526843682992,1.53934631707473e-08,,Main,-0.910725315200156,-0.646310792476423
HF genotype,Time_235,HMDB0002212,Arachidic acid,-0.386784330081777,0.0674526843682992,5.16594139986831e-05,,Main,-0.518991591443643,-0.25457706871991
HF genotype,Time_(joint),HMDB0002212,Arachidic acid,,,,7.03533639625869e-08,Main,,
HF genotype,Time_120,HMDB0002068,cis-Erucic acid,-1.06893283093211,0.0734555491827603,7.59568210849001e-10,,Main,-1.21290570733032,-0.924959954533896
HF genotype,Time_235,HMDB0002068,cis-Erucic acid,-0.619625556797001,0.0734555491827603,7.35066424978947e-07,,Main,-0.763598433195211,-0.475652680398791
HF genotype,Time_(joint),HMDB0002068,cis-Erucic acid,,,,3.33642077716535e-09,Main,,
HF genotype,Time_120,HMDB0002368,Nervonic acid,-0.895729656849874,0.0633799139126444,1.11620347490078e-09,,Main,-1.01995428811866,-0.771505025581091
HF genotype,Time_235,HMDB0002368,Nervonic acid,-0.517618076919826,0.0633799139126444,1.07596906859682e-06,,Main,-0.641842708188609,-0.393393445651043
HF genotype,Time_(joint),HMDB0002368,Nervonic acid,,,,4.90801220537682e-09,Main,,
HF genotype,Time_120,HMDB0094649,2-Aminoheptanoic acid,0.00277048888497866,0.0243716750609631,0.911108255612285,,Main,-0.044997994234509,0.0505389720044664
HF genotype,Time_235,HMDB0094649,2-Aminoheptanoic acid,-0.0213824525071029,0.0243716750609631,0.395104035439393,,Main,-0.0691509356265906,0.0263860306123848
HF genotype,Time_(joint),HMDB0094649,2-Aminoheptanoic acid,,,,0.568445797872654,Main,,
HF genotype,Time_120,HMDB0059655,2-Hydroxyglutaric acid,0.00435273689549831,0.0181474061387291,0.812768781818259,,Main,-0.0312161791364107,0.0399216529274073
HF genotype,Time_235,HMDB0059655,2-Hydroxyglutaric acid,-0.0105166797667629,0.0181474061387291,0.568407792669015,,Main,-0.0460855957986719,0.0250522362651462
HF genotype,Time_(joint),HMDB0059655,2-Hydroxyglutaric acid,,,,0.705361872051347,Main,,
HF genotype,Time_120,HMDB0000362,2-Phosphoglyceric acid,0.690842611972574,0.162043433949997,0.00078754531832142,,Main,0.37323748143058,1.00844774251457
HF genotype,Time_235,HMDB0000362,2-Phosphoglyceric acid,0.823017140815946,0.162043433949997,0.000168077740273666,,Main,0.505412010273952,1.14062227135794
HF genotype,Time_(joint),HMDB0000362,2-Phosphoglyceric acid,,,,0.00034314541744181,Main,,
HF genotype,Time_120,HMDB0000462,Allantoin,0.00523942528973719,0.0105080067394563,0.625794445986321,,Main,-0.0153562679195972,0.0258351184990716
HF genotype,Time_235,HMDB0000462,Allantoin,0.0114670765293354,0.0105080067394563,0.293579249529913,,Main,-0.00912861667999895,0.0320627697386698
HF genotype,Time_(joint),HMDB0000462,Allantoin,,,,0.563933078662587,Main,,
HF genotype,Time_120,HMDB0003073,gamma-Linolenic acid,-1.78348744703639,0.164617564769274,3.43273008314407e-08,,Main,-2.10613787398417,-1.46083702008862
HF genotype,Time_235,HMDB0003073,gamma-Linolenic acid,-0.607623112248331,0.164617564769274,0.00241949362817852,,Main,-0.930273539196108,-0.284972685300554
HF genotype,Time_(joint),HMDB0003073,gamma-Linolenic acid,,,,1.26673417009958e-07,Main,,
HF genotype,Time_120,HMDB0000375,3-(3-Hydroxyphenyl)propanoic acid,-0.230034076030295,0.035486354532227,1.44334685041778e-05,,Main,-0.29958733091346,-0.16048082114713
HF genotype,Time_235,HMDB0000375,3-(3-Hydroxyphenyl)propanoic acid,-0.214186356664792,0.035486354532227,3.06107525291229e-05,,Main,-0.283739611547957,-0.144633101781627
HF genotype,Time_(joint),HMDB0000375,3-(3-Hydroxyphenyl)propanoic acid,,,,1.84582480705575e-05,Main,,
HF genotype,Time_120,HMDB0001906,Aminoisobutyric acid,-1.78348744703639,0.164617564769274,3.43273008314407e-08,,Main,-2.10613787398417,-1.46083702008862
HF genotype,Time_235,HMDB0001906,Aminoisobutyric acid,-0.607623112248331,0.164617564769274,0.00241949362817852,,Main,-0.930273539196108,-0.284972685300554
HF genotype,Time_(joint),HMDB0001906,Aminoisobutyric acid,,,,1.26673417009958e-07,Main,,
HF genotype,Time_120,HMDB0013622,Nonadeca-10Z-enoic acid,-3.76412672545442,0.259811100524574,8.05132380689608e-10,,Main,-4.27335648248259,-3.25489696842626
HF genotype,Time_235,HMDB0013622,Nonadeca-10Z-enoic acid,-1.0967010541692,0.259811100524574,0.000854689183371405,,Main,-1.60593081119737,-0.58747129714104
HF genotype,Time_(joint),HMDB0013622,Nonadeca-10Z-enoic acid,,,,2.57890895002817e-09,Main,,
HF genotype,Time_120,HMDB0000807,3-Phosphoglyceric acid,-0.0732306022835908,0.0441173825989505,0.119157803627628,,Main,-0.159700672177534,0.0132394676103522
HF genotype,Time_235,HMDB0000807,3-Phosphoglyceric acid,-0.104745031674153,0.0441173825989505,0.0324284736240179,,Main,-0.191215101568096,-0.0182749617802096
HF genotype,Time_(joint),HMDB0000807,3-Phosphoglyceric acid,,,,0.0842516502394212,Main,,
HF genotype,Time_120,HMDB0001539,Dimethylarginine,-3.76412672545442,0.259811100524574,8.05132380689608e-10,,Main,-4.27335648248259,-3.25489696842626
HF genotype,Time_235,HMDB0001539,Dimethylarginine,-1.0967010541692,0.259811100524574,0.000854689183371405,,Main,-1.60593081119737,-0.58747129714104
HF genotype,Time_(joint),HMDB0001539,Dimethylarginine,,,,2.57890895002817e-09,Main,,
HF genotype,Time_120,HMDB0000555,3-Methyladipic acid,-0.250819767937088,0.0815467423870559,0.00821832841819435,,Main,-0.410651383015718,-0.0909881528584584
HF genotype,Time_235,HMDB0000555,3-Methyladipic acid,-0.394596806815674,0.0815467423870559,0.000262667118204852,,Main,-0.554428421894303,-0.234765191737044
HF genotype,Time_(joint),HMDB0000555,3-Methyladipic acid,,,,0.000923132411380548,Main,,
HF genotype,Time_120,HMDB0001991,7-Methylxanthine,0.388043187797144,0.141334034493295,0.0157814931518495,,Main,0.111028480190287,0.665057895404002
HF genotype,Time_235,HMDB0001991,7-Methylxanthine,0.371230963277391,0.141334034493295,0.019917235671363,,Main,0.0942162556705328,0.648245670884249
HF genotype,Time_(joint),HMDB0001991,7-Methylxanthine,,,,0.0255914725125339,Main,,
HF genotype,Time_120,HMDB0240212,DMGV,-0.250819767937088,0.0815467423870559,0.00821832841819435,,Main,-0.410651383015718,-0.0909881528584584
HF genotype,Time_235,HMDB0240212,DMGV,-0.394596806815674,0.0815467423870559,0.000262667118204852,,Main,-0.554428421894303,-0.234765191737044
HF genotype,Time_(joint),HMDB0240212,DMGV,,,,0.000923132411380548,Main,,
HF genotype,Time_120,HMDB0011134,5-HETE,-1.13722034062925,0.246793615250586,0.00040624852904705,,Main,-1.6209358265204,-0.6535048547381
HF genotype,Time_235,HMDB0011134,5-HETE,-1.02774455929966,0.246793615250586,0.00095443654179934,,Main,-1.51146004519081,-0.544029073408509
HF genotype,Time_(joint),HMDB0011134,5-HETE,,,,0.000660739456377848,Main,,
HF genotype,Time_120,HMDB0000126,sn-Glycero-3-phosphate,0.0461189564517176,0.03636546457839,0.225408354469077,,Main,-0.0251573541219267,0.117395267025362
HF genotype,Time_235,HMDB0000126,sn-Glycero-3-phosphate,-0.00501613037904759,0.03636546457839,0.892254762990273,,Main,-0.0762924409526919,0.0662601801945967
HF genotype,Time_(joint),HMDB0000126,sn-Glycero-3-phosphate,,,,0.329927585498132,Main,,
HF genotype,Time_120,HMDB0000112,gamma-Aminobutyric acid,-1.13722034062925,0.246793615250586,0.00040624852904705,,Main,-1.6209358265204,-0.6535048547381
HF genotype,Time_235,HMDB0000112,gamma-Aminobutyric acid,-1.02774455929966,0.246793615250586,0.00095443654179934,,Main,-1.51146004519081,-0.544029073408509
HF genotype,Time_(joint),HMDB0000112,gamma-Aminobutyric acid,,,,0.000660739456377848,Main,,
HF genotype,Time_120,HMDB0006111,12-HETE,-0.0283975012953677,0.138504269554341,0.840499917425052,,Main,-0.299865869621875,0.24307086703114
HF genotype,Time_235,HMDB0006111,12-HETE,0.0375084032146467,0.138504269554341,0.790488579787303,,Main,-0.233959965111861,0.308976771541154
HF genotype,Time_(joint),HMDB0006111,12-HETE,,,,0.893136467580929,Main,,
HF genotype,Time_120,HMDB0000613,Erythronic and or Threonic acid,0.00967872268439374,0.0437192838288166,0.827990396078632,,Main,-0.0760110736200868,0.0953685189888743
HF genotype,Time_235,HMDB0000613,Erythronic and or Threonic acid,-0.00210818624189235,0.0437192838288166,0.962221300612132,,Main,-0.0877979825463729,0.0835816100625882
HF genotype,Time_(joint),HMDB0000613,Erythronic and or Threonic acid,,,,0.959618767079683,Main,,
HF genotype,Time_120,HMDB0000123,Glycine,-0.0283975012953677,0.138504269554341,0.840499917425052,,Main,-0.299865869621875,0.24307086703114
HF genotype,Time_235,HMDB0000123,Glycine,0.0375084032146467,0.138504269554341,0.790488579787303,,Main,-0.233959965111861,0.308976771541154
HF genotype,Time_(joint),HMDB0000123,Glycine,,,,0.893136467580929,Main,,
HF genotype,Time_120,HMDB0003876,15-HETE,-1.52959847576675,0.315728960635145,0.000259852786873103,,Main,-2.14842723861164,-0.91076971292187
HF genotype,Time_235,HMDB0003876,15-HETE,-0.65457158959151,0.315728960635145,0.0570889409690492,,Main,-1.27340035243639,-0.0357428267466267
HF genotype,Time_(joint),HMDB0003876,15-HETE,,,,0.000986055589900323,Main,,
HF genotype,Time_120,HMDB0011509,LPE 18:3/0:0,0.514950528905669,0.182064049514762,0.0134088768909621,,Main,0.158104991856735,0.871796065954603
HF genotype,Time_235,HMDB0011509,LPE 18:3/0:0,0.870572356655645,0.182064049514762,0.000292467487881785,,Main,0.513726819606712,1.22741789370458
HF genotype,Time_(joint),HMDB0011509,LPE 18:3/0:0,,,,0.00108557533294936,Main,,
HF genotype,Time_120,HMDB0000172,Isoleucine,-1.52959847576675,0.315728960635145,0.000259852786873103,,Main,-2.14842723861164,-0.91076971292187
HF genotype,Time_235,HMDB0000172,Isoleucine,-0.65457158959151,0.315728960635145,0.0570889409690492,,Main,-1.27340035243639,-0.0357428267466267
HF genotype,Time_(joint),HMDB0000172,Isoleucine,,,,0.000986055589900323,Main,,
HF genotype,Time_120,HMDB0011519,LPE 20:5/0:0,0.151075565948884,0.168505503019645,0.385110555842684,,Main,-0.17919521996962,0.481346351867388
HF genotype,Time_235,HMDB0011519,LPE 20:5/0:0,0.0886653943952576,0.168505503019645,0.606994093170996,,Main,-0.241605391523246,0.418936180313762
HF genotype,Time_(joint),HMDB0011519,LPE 20:5/0:0,,,,0.673934559109913,Main,,
HF genotype,Time_120,HMDB0000124,Hexose monophosphate,0.110234783145225,0.0551340421814151,0.065359875680496,,Main,0.00217206046965178,0.218297505820799
HF genotype,Time_235,HMDB0000124,Hexose monophosphate,0.0373305629726506,0.0551340421814151,0.509384702284757,,Main,-0.0707321597029229,0.145393285648224
HF genotype,Time_(joint),HMDB0000124,Hexose monophosphate,,,,0.163322596205196,Main,,
HF genotype,Time_120,HMDB0000687,Leucine,-0.364999165014389,0.134119787572019,0.0165468268992914,,Main,-0.627873948655546,-0.102124381373231
HF genotype,Time_235,HMDB0000687,Leucine,-0.0836698156681429,0.134119787572019,0.542762055719976,,Main,-0.3465445993093,0.179204967973015
HF genotype,Time_(joint),HMDB0000687,Leucine,,,,0.040550772421585,Main,,
HF genotype,Time_120,HMDB0005066,CAR 14:0,-0.866663191631463,0.0955085024384204,3.06850524132141e-07,,Main,-1.05385985641077,-0.679466526852159
HF genotype,Time_235,HMDB0005066,CAR 14:0,-0.822636010757963,0.0955085024384204,5.73735299886916e-07,,Main,-1.00983267553727,-0.635439345978658
HF genotype,Time_(joint),HMDB0005066,CAR 14:0,,,,3.21379376978502e-07,Main,,
HF genotype,Time_120,HMDB0007947,PC 35:3,0.000151592007982732,0.0360919237650264,0.996708027004705,,Main,-0.0705885785714691,0.0708917625874346
HF genotype,Time_235,HMDB0007947,PC 35:3,0.00263402362729245,0.0360919237650265,0.94285369765008,,Main,-0.0681061469521594,0.0733741942067443
HF genotype,Time_(joint),HMDB0007947,PC 35:3,,,,0.996648214182239,Main,,
HF genotype,Time_120,HMDB0011757,N-Acetylvaline,-0.866663191631463,0.0955085024384204,3.06850524132141e-07,,Main,-1.05385985641077,-0.679466526852159
HF genotype,Time_235,HMDB0011757,N-Acetylvaline,-0.822636010757963,0.0955085024384204,5.73735299886916e-07,,Main,-1.00983267553727,-0.635439345978658
HF genotype,Time_(joint),HMDB0011757,N-Acetylvaline,,,,3.21379376978502e-07,Main,,
HF genotype,Time_120,HMDB0007944,PC 35:0,-0.0491232488830258,0.0431775789314511,0.274341462358419,,Main,-0.13375130358867,0.0355048058226184
HF genotype,Time_235,HMDB0007944,PC 35:0,-0.0152139301527023,0.0431775789314511,0.729818381842748,,Main,-0.0998419848583465,0.0694141245529418
HF genotype,Time_(joint),HMDB0007944,PC 35:0,,,,0.52333428370017,Main,,
HF genotype,Time_120,HMDB0000211,Myo-inositol,0.251896004379631,0.0452093086962936,6.88311110388353e-05,,Main,0.163285759334896,0.340506249424367
HF genotype,Time_235,HMDB0000211,Myo-inositol,0.154134736136683,0.0452093086962937,0.00423334870451462,,Main,0.0655244910919476,0.242744981181419
HF genotype,Time_(joint),HMDB0000211,Myo-inositol,,,,0.000258591247744388,Main,,
HF genotype,Time_120,HMDB0008105,PC 36:3,-0.00508400584566501,0.0207127641342596,0.809667463922485,,Main,-0.0456810235488139,0.0355130118574839
HF genotype,Time_235,HMDB0008105,PC 36:3,0.0171628156101193,0.0207127641342596,0.421227297291939,,Main,-0.0234342020930296,0.0577598333132681
HF genotype,Time_(joint),HMDB0008105,PC 36:3,,,,0.545288478243947,Main,,
HF genotype,Time_120,HMDB0000202,Methylmalonic acid,-0.00401819444770145,0.062986348479437,0.950035634809333,,Main,-0.127471437467398,0.119435048571995
HF genotype,Time_235,HMDB0000202,Methylmalonic acid,-0.038372072466777,0.062986348479437,0.552142271969044,,Main,-0.161825315486473,0.0850811705529195
HF genotype,Time_(joint),HMDB0000202,Methylmalonic acid,,,,0.801946304562517,Main,,
HF genotype,Time_120,HMDB0000874,Taurohyodeoxycholic acid or Tauroursodeoxycholic acid,0.434566790101703,0.32623364987157,0.204116005424779,,Main,-0.204851163646574,1.07398474384998
HF genotype,Time_235,HMDB0000874,Taurohyodeoxycholic acid or Tauroursodeoxycholic acid,0.329625186081598,0.32623364987157,0.329450547386738,,Main,-0.30979276766668,0.969043139829875
HF genotype,Time_(joint),HMDB0000874,Taurohyodeoxycholic acid or Tauroursodeoxycholic acid,,,,0.404485904627057,Main,,
HF genotype,Time_120,HMDB0008036,PC 36:0,-0.0649883074601511,0.0416515645841194,0.14100729853521,,Main,-0.146625374045025,0.0166487591247229
HF genotype,Time_235,HMDB0008036,PC 36:0,-0.0502108138408523,0.0416515645841194,0.247992188274058,,Main,-0.131847880425726,0.0314262527440217
HF genotype,Time_(joint),HMDB0008036,PC 36:0,,,,0.293970272818016,Main,,
HF genotype,Time_120,HMDB0000243,Pyruvic acid,-0.17884192111813,0.0843515655492759,0.0523377161722724,,Main,-0.344170989594711,-0.0135128526415492
HF genotype,Time_235,HMDB0000243,Pyruvic acid,-0.194535264745019,0.084351565549276,0.036910553852273,,Main,-0.3598643332216,-0.0292061962684385
HF genotype,Time_(joint),HMDB0000243,Pyruvic acid,,,,0.0677463763068009,Main,,
HF genotype,Time_120,HMDB0000925,Trimethylamine N-oxide,0.434566790101703,0.32623364987157,0.204116005424779,,Main,-0.204851163646574,1.07398474384998
HF genotype,Time_235,HMDB0000925,Trimethylamine N-oxide,0.329625186081598,0.32623364987157,0.329450547386738,,Main,-0.30979276766668,0.969043139829875
HF genotype,Time_(joint),HMDB0000925,Trimethylamine N-oxide,,,,0.404485904627057,Main,,
HF genotype,Time_120,HMDB0000951,Taurochenodeoxycholic acid,0.882228720313474,0.313301547633412,0.0137430257865878,,Main,0.268157686951986,1.49629975367496
HF genotype,Time_235,HMDB0000951,Taurochenodeoxycholic acid,0.681476569205811,0.313301547633412,0.0472476978140905,,Main,0.0674055358443231,1.2955476025673
HF genotype,Time_(joint),HMDB0000951,Taurochenodeoxycholic acid,,,,0.0337928368137976,Main,,
HF genotype,Time_120,HMDB0008798,PC 42:4,-0.0585991889658629,0.031241387963991,0.0817058251875419,,Main,-0.119832309375285,0.00263393144355943
HF genotype,Time_235,HMDB0008798,PC 42:4,-0.0266830139371595,0.031241387963991,0.407431520814329,,Main,-0.0879161343465819,0.0345501064722628
HF genotype,Time_(joint),HMDB0008798,PC 42:4,,,,0.207417009746032,Main,,
HF genotype,Time_120,HMDB0000929,Tryptophan,0.882228720313474,0.313301547633412,0.0137430257865878,,Main,0.268157686951986,1.49629975367496
HF genotype,Time_235,HMDB0000929,Tryptophan,0.681476569205811,0.313301547633412,0.0472476978140905,,Main,0.0674055358443231,1.2955476025673
