Exposure,beta,se,p,anovaF,anovaP,Effect,lowCI,upCI,Outcome,Beta.SE,P,P_signif,anovaP_signif,outcome,model
Genotype_HC Genotype_,-0.26088943587873,0.738565046836509,0.729764665033821,,,Main,-1.70847692767829,1.18669805592083,HMDB0050322,"-0.3 (-1.7, 1.2)",0.73,0.73,,TG 59:2,bmi
Genotype_HC Genotype_ x time120,0.329179851295674,0.508769672814547,0.522544672186604,,,Interaction,-0.668008707420839,1.32636841001219,HMDB0050322,"0.3 (-0.7, 1.3)",0.523,0.523,,TG 59:2,bmi
Genotype_HC Genotype_ x time235,0.152821018380132,0.508769672814547,0.765963857372717,,,Interaction,-0.84436754033638,1.15000957709664,HMDB0050322,"0.2 (-0.8, 1.2)",0.766,0.766,,TG 59:2,bmi
Genotype_(joint),,,,0.0218742010529742,0.885682745306309,Main,,,HMDB0050322,"NA (NA, NA)",,,0.886,TG 59:2,bmi
Genotype_ x time(joint),,,,0.209668697857399,0.812030931938269,Interaction,,,HMDB0050322,"NA (NA, NA)",,,0.812,TG 59:2,bmi
Genotype_HC Genotype_,-0.251112685868004,0.754527273770411,0.744300721513571,,,Main,-1.72998614245801,1.227760770722,HMDB0050322,"-0.3 (-1.7, 1.2)",0.744,0.744,,TG 59:2,primary
Genotype_HC Genotype_ x time120,0.329179851295656,0.508769672251435,0.522544671723005,,,Interaction,-0.668008706317157,1.32636840890847,HMDB0050322,"0.3 (-0.7, 1.3)",0.523,0.523,,TG 59:2,primary
Genotype_HC Genotype_ x time235,0.152821018380114,0.508769672251435,0.765963857118828,,,Interaction,-0.8443675392327,1.15000957599293,HMDB0050322,"0.2 (-0.8, 1.2)",0.766,0.766,,TG 59:2,primary
Genotype_(joint),,,,0.0169356896521527,0.899038463273744,Main,,,HMDB0050322,"NA (NA, NA)",,,0.899,TG 59:2,primary
Genotype_ x time(joint),,,,0.209668698321504,0.812030931565014,Interaction,,,HMDB0050322,"NA (NA, NA)",,,0.812,TG 59:2,primary
Genotype_HC Genotype_,0.250609336774799,0.484666922096223,0.617447460993631,,,Main,-0.699337830533798,1.20055650408339,HMDB0050099,"0.3 (-0.7, 1.2)",0.617,0.617,,TG 60:11,bmi
Genotype_HC Genotype_ x time120,-0.0360027951499717,0.0595330729736647,0.549890402976,,,Interaction,-0.152687618178354,0.0806820278784111,HMDB0050099,"0 (-0.2, 0.1)",0.55,0.55,,TG 60:11,bmi
Genotype_HC Genotype_ x time235,-0.0712263344462815,0.0595330729736647,0.240904338130448,,,Interaction,-0.187911157474664,0.0454584885821012,HMDB0050099,"-0.1 (-0.2, 0)",0.241,0.241,,TG 60:11,bmi
Genotype_(joint),,,,0.197532950746502,0.66721472006897,Main,,,HMDB0050099,"NA (NA, NA)",,,0.667,TG 60:11,bmi
Genotype_ x time(joint),,,,0.715734447718927,0.496991153568042,Interaction,,,HMDB0050099,"NA (NA, NA)",,,0.497,TG 60:11,bmi
Genotype_HC Genotype_,0.24385501735427,0.494792687903285,0.632664892459117,,,Main,-0.725938650936169,1.21364868564471,HMDB0050099,"0.2 (-0.7, 1.2)",0.633,0.633,,TG 60:11,primary
Genotype_HC Genotype_ x time120,-0.0360027951500063,0.0595330729716542,0.54989040295871,,,Interaction,-0.152687618174449,0.0806820278744359,HMDB0050099,"0 (-0.2, 0.1)",0.55,0.55,,TG 60:11,primary
Genotype_HC Genotype_ x time235,-0.071226334446316,0.0595330729716542,0.24090433810815,,,Interaction,-0.187911157470758,0.0454584885781262,HMDB0050099,"-0.1 (-0.2, 0)",0.241,0.241,,TG 60:11,primary
Genotype_(joint),,,,0.1777658767238,0.682220105591893,Main,,,HMDB0050099,"NA (NA, NA)",,,0.682,TG 60:11,primary
Genotype_ x time(joint),,,,0.715734447767965,0.496991153538821,Interaction,,,HMDB0050099,"NA (NA, NA)",,,0.497,TG 60:11,primary
Genotype_HC Genotype_,0.292493190258918,0.566908613263044,0.618099142471362,,,Main,-0.818647691736648,1.40363407225448,HMDB0005478,"0.3 (-0.8, 1.4)",0.618,0.618,,TG 60:12,bmi
Genotype_HC Genotype_ x time120,-0.0300135424333699,0.0955588334121866,0.755630688656239,,,Interaction,-0.217308855921256,0.157281771054516,HMDB0005478,"0 (-0.2, 0.2)",0.756,0.756,,TG 60:12,bmi
Genotype_HC Genotype_ x time235,-0.117146864328481,0.0955588334121866,0.229767789047075,,,Interaction,-0.304442177816367,0.0701484491594049,HMDB0005478,"-0.1 (-0.3, 0.1)",0.23,0.23,,TG 60:12,bmi
Genotype_(joint),,,,0.186161376474066,0.676281800589228,Main,,,HMDB0005478,"NA (NA, NA)",,,0.676,TG 60:12,bmi
Genotype_ x time(joint),,,,0.81098173358528,0.453927330406508,Interaction,,,HMDB0005478,"NA (NA, NA)",,,0.454,TG 60:12,bmi
Genotype_HC Genotype_,0.285110365232136,0.573864001744724,0.62985823595072,,,Main,-0.839663078187523,1.4098838086518,HMDB0005478,"0.3 (-0.8, 1.4)",0.63,0.63,,TG 60:12,primary
Genotype_HC Genotype_ x time120,-0.0300135424333998,0.0955588334147225,0.755630688661493,,,Interaction,-0.217308855926256,0.157281771059456,HMDB0005478,"0 (-0.2, 0.2)",0.756,0.756,,TG 60:12,primary
Genotype_HC Genotype_ x time235,-0.117146864328521,0.0955588334147225,0.229767789055578,,,Interaction,-0.304442177821377,0.0701484491643355,HMDB0005478,"-0.1 (-0.3, 0.1)",0.23,0.23,,TG 60:12,primary
Genotype_(joint),,,,0.170784397182056,0.68813784629669,Main,,,HMDB0005478,"NA (NA, NA)",,,0.688,TG 60:12,primary
Genotype_ x time(joint),,,,0.810981733542706,0.453927330421767,Interaction,,,HMDB0005478,"NA (NA, NA)",,,0.454,TG 60:12,primary
Genotype_HC Genotype_,-0.12265342480922,0.557861748356307,0.830292620759891,,,Main,-1.21606245158758,0.970755601969142,HMDB0045053,"-0.1 (-1.2, 1)",0.83,0.83,,TG 60:2,bmi
Genotype_HC Genotype_ x time120,0.0725238631235331,0.244100379097415,0.768432563095178,,,Interaction,-0.4059128799074,0.550960606154467,HMDB0045053,"0.1 (-0.4, 0.6)",0.768,0.768,,TG 60:2,bmi
Genotype_HC Genotype_ x time235,0.149643384733687,0.244100379097415,0.544469605522954,,,Interaction,-0.328793358297247,0.628080127764621,HMDB0045053,"0.1 (-0.3, 0.6)",0.544,0.544,,TG 60:2,bmi
Genotype_(joint),,,,0.00810623123244021,0.930231576155808,Main,,,HMDB0045053,"NA (NA, NA)",,,0.93,TG 60:2,bmi
Genotype_ x time(joint),,,,0.187968318129525,0.829609368555616,Interaction,,,HMDB0045053,"NA (NA, NA)",,,0.83,TG 60:2,bmi
Genotype_HC Genotype_,-0.115510911516182,0.56506429839295,0.841642997927491,,,Main,-1.22303693636636,0.992015113333999,HMDB0045053,"-0.1 (-1.2, 1)",0.842,0.842,,TG 60:2,primary
Genotype_HC Genotype_ x time120,0.0725238631235515,0.244100369933044,0.768432554578444,,,Interaction,-0.405912861945214,0.550960588192317,HMDB0045053,"0.1 (-0.4, 0.6)",0.768,0.768,,TG 60:2,primary
Genotype_HC Genotype_ x time235,0.149643384733704,0.244100369933044,0.54446959031901,,,Interaction,-0.328793340335062,0.62808010980247,HMDB0045053,"0.1 (-0.3, 0.6)",0.544,0.544,,TG 60:2,primary
Genotype_(joint),,,,0.00573922675384797,0.941106063681363,Main,,,HMDB0045053,"NA (NA, NA)",,,0.941,TG 60:2,primary
Genotype_ x time(joint),,,,0.187968332243528,0.829609356952064,Interaction,,,HMDB0045053,"NA (NA, NA)",,,0.83,TG 60:2,primary
Genotype_HC Genotype_,-0.232952496557746,0.46490488918076,0.626914951741033,,,Main,-1.14416607935204,0.678261086236544,HMDB0049905,"-0.2 (-1.1, 0.7)",0.627,0.627,,TG 60:3,bmi
Genotype_HC Genotype_ x time120,0.0156837880937174,0.202218583591776,0.93869416565559,,,Interaction,-0.380664635746164,0.412032211933599,HMDB0049905,"0 (-0.4, 0.4)",0.939,0.939,,TG 60:3,bmi
Genotype_HC Genotype_ x time235,0.145533005126599,0.202218583591776,0.477290682981723,,,Interaction,-0.250815418713282,0.54188142896648,HMDB0049905,"0.1 (-0.3, 0.5)",0.477,0.477,,TG 60:3,bmi
Genotype_(joint),,,,0.15860043816394,0.699730490521183,Main,,,HMDB0049905,"NA (NA, NA)",,,0.7,TG 60:3,bmi
Genotype_ x time(joint),,,,0.312093017870727,0.734261074426266,Interaction,,,HMDB0049905,"NA (NA, NA)",,,0.734,TG 60:3,bmi
Genotype_HC Genotype_,-0.226689006726081,0.473828184458118,0.641458874656803,,,Main,-1.15539224826399,0.70201423481183,HMDB0049905,"-0.2 (-1.2, 0.7)",0.641,0.641,,TG 60:3,primary
Genotype_HC Genotype_ x time120,0.0156837880937384,0.202218584059232,0.938694165798113,,,Interaction,-0.380664636662357,0.412032212849834,HMDB0049905,"0 (-0.4, 0.4)",0.939,0.939,,TG 60:3,primary
Genotype_HC Genotype_ x time235,0.145533005126627,0.202218584059232,0.477290684004309,,,Interaction,-0.250815419629469,0.541881429882722,HMDB0049905,"0.1 (-0.3, 0.5)",0.477,0.477,,TG 60:3,primary
Genotype_(joint),,,,0.141840835248707,0.71432582296166,Main,,,HMDB0049905,"NA (NA, NA)",,,0.714,TG 60:3,primary
Genotype_ x time(joint),,,,0.312093016427921,0.734261075469638,Interaction,,,HMDB0049905,"NA (NA, NA)",,,0.734,TG 60:3,primary
Genotype_HC Genotype_,1.16960594122321,1.20382610430288,0.355446317006769,,,Main,-1.18989322321043,3.52910510565685,HMDB0045449,"1.2 (-1.2, 3.5)",0.355,0.355,,TG 62:12,bmi
Genotype_HC Genotype_ x time120,-0.261074004322576,0.328020306147767,0.432338563818525,,,Interaction,-0.903993804372198,0.381845795727047,HMDB0045449,"-0.3 (-0.9, 0.4)",0.432,0.432,,TG 62:12,bmi
Genotype_HC Genotype_ x time235,-0.67058612669501,0.328020306147767,0.0497825533066081,,,Interaction,-1.31350592674463,-0.0276663266453869,HMDB0045449,"-0.7 (-1.3, 0)",0.05,0.05*,,TG 62:12,bmi
Genotype_(joint),,,,0.52215021972673,0.488276637502519,Main,,,HMDB0045449,"NA (NA, NA)",,,0.488,TG 62:12,bmi
Genotype_ x time(joint),,,,2.12379998400416,0.137203973839475,Interaction,,,HMDB0045449,"NA (NA, NA)",,,0.137,TG 62:12,bmi
Genotype_HC Genotype_,1.15796628620736,1.18601743797565,0.350793259155484,,,Main,-1.16662789222491,3.48256046463963,HMDB0045449,"1.2 (-1.2, 3.5)",0.351,0.351,,TG 62:12,primary
Genotype_HC Genotype_ x time120,-0.261074004322537,0.328020306478225,0.432338564284429,,,Interaction,-0.903993805019858,0.381845796374784,HMDB0045449,"-0.3 (-0.9, 0.4)",0.432,0.432,,TG 62:12,primary
Genotype_HC Genotype_ x time235,-0.670586126694974,0.328020306478225,0.0497825535331313,,,Interaction,-1.3135059273923,-0.0276663259976525,HMDB0045449,"-0.7 (-1.3, 0)",0.05,0.05*,,TG 62:12,primary
Genotype_(joint),,,,0.523871881273226,0.485781576343326,Main,,,HMDB0045449,"NA (NA, NA)",,,0.486,TG 62:12,primary
Genotype_ x time(joint),,,,2.12379997972479,0.137203974373764,Interaction,,,HMDB0045449,"NA (NA, NA)",,,0.137,TG 62:12,primary
Genotype_HC Genotype_,0.302031024578483,1.03854344760574,0.777685764803003,,,Main,-1.73351413272876,2.33757618188573,HMDB0050279,"0.3 (-1.7, 2.3)",0.778,0.778,,TG 62:13,bmi
Genotype_HC Genotype_ x time120,4.11745058840848e-05,0.152321438790646,0.999786110745155,,,Interaction,-0.298508845523782,0.29859119453555,HMDB0050279,"0 (-0.3, 0.3)",1,1,,TG 62:13,bmi
Genotype_HC Genotype_ x time235,0.0503470641123764,0.152321438790646,0.743295627370157,,,Interaction,-0.248202955917289,0.348897084142042,HMDB0050279,"0.1 (-0.2, 0.3)",0.743,0.743,,TG 62:13,bmi
Genotype_(joint),,,,0.094926280930363,0.765016888810676,Main,,,HMDB0050279,"NA (NA, NA)",,,0.765,TG 62:13,bmi
Genotype_ x time(joint),,,,0.0727746204539069,0.929973999079352,Interaction,,,HMDB0050279,"NA (NA, NA)",,,0.93,TG 62:13,bmi
Genotype_HC Genotype_,0.289638336787755,1.04092323437723,0.786408729690375,,,Main,-1.75057120259161,2.32984787616712,HMDB0050279,"0.3 (-1.8, 2.3)",0.786,0.786,,TG 62:13,primary
Genotype_HC Genotype_ x time120,4.11745058882432e-05,0.152321437059291,0.999786110742681,,,Interaction,-0.298508842130322,0.298591191142099,HMDB0050279,"0 (-0.3, 0.3)",1,1,,TG 62:13,primary
Genotype_HC Genotype_ x time235,0.0503470641123783,0.152321437059291,0.743295624532631,,,Interaction,-0.248202952523833,0.348897080748589,HMDB0050279,"0.1 (-0.2, 0.3)",0.743,0.743,,TG 62:13,primary
Genotype_(joint),,,,0.0872868230873677,0.773698601424231,Main,,,HMDB0050279,"NA (NA, NA)",,,0.774,TG 62:13,primary
Genotype_ x time(joint),,,,0.072774622108285,0.92997399754629,Interaction,,,HMDB0050279,"NA (NA, NA)",,,0.93,TG 62:13,primary
Genotype_HC Genotype_,0.555347248861275,1.66369447875939,0.746032726788045,,,Main,-2.70549392950713,3.81618842722968,HMDB0029416,"0.6 (-2.7, 3.8)",0.746,0.746,,Targinine,bmi
Genotype_HC Genotype_ x time120,-0.263639945672315,0.280181542133785,0.354240435011292,,,Interaction,-0.812795768254534,0.285515876909904,HMDB0029416,"-0.3 (-0.8, 0.3)",0.354,0.354,,Targinine,bmi
Genotype_HC Genotype_ x time235,-0.0423770390639655,0.280181542133785,0.88079217638227,,,Interaction,-0.591532861646185,0.506778783518254,HMDB0029416,"0 (-0.6, 0.5)",0.881,0.881,,Targinine,bmi
Genotype_(joint),,,,0.0749599511278711,0.790427184522844,Main,,,HMDB0029416,"NA (NA, NA)",,,0.79,Targinine,bmi
Genotype_ x time(joint),,,,0.510643351316324,0.605231756909107,Interaction,,,HMDB0029416,"NA (NA, NA)",,,0.605,Targinine,bmi
Genotype_HC Genotype_,0.610000447976582,2.16214494078578,0.783535417478542,,,Main,-3.62780363596355,4.84780453191672,HMDB0029416,"0.6 (-3.6, 4.8)",0.784,0.784,,Targinine,primary
Genotype_HC Genotype_ x time120,-0.263639945672332,0.280181539010483,0.354240429637161,,,Interaction,-0.812795762132878,0.285515870788214,HMDB0029416,"-0.3 (-0.8, 0.3)",0.354,0.354,,Targinine,primary
Genotype_HC Genotype_ x time235,-0.0423770390639932,0.280181539010483,0.880792175052158,,,Interaction,-0.591532855524539,0.506778777396553,HMDB0029416,"0 (-0.6, 0.5)",0.881,0.881,,Targinine,primary
Genotype_(joint),,,,0.0555119750332782,0.818490551537024,Main,,,HMDB0029416,"NA (NA, NA)",,,0.818,Targinine,primary
Genotype_ x time(joint),,,,0.510643362701069,0.605231750187804,Interaction,,,HMDB0029416,"NA (NA, NA)",,,0.605,Targinine,primary
Genotype_HC Genotype_,0.530615110105324,0.178724146686306,0.0050895252273364,,,Main,0.180315782600164,0.880914437610485,HMDB0000956,"0.5 (0.2, 0.9)",5.1e-03,5.1e-03**,,Tartaric acid,bmi
Genotype_HC Genotype_ x time120,-0.336514111909538,0.207658701905934,0.113180422687058,,,Interaction,-0.743525167645169,0.0704969438260929,HMDB0000956,"-0.3 (-0.7, 0.1)",0.113,0.113,,Tartaric acid,bmi
Genotype_HC Genotype_ x time235,-0.337526481968346,0.207658701905934,0.112134545667044,,,Interaction,-0.744537537703978,0.0694845737672847,HMDB0000956,"-0.3 (-0.7, 0.1)",0.112,0.112,,Tartaric acid,bmi
Genotype_(joint),,,,5.32756822155559,0.0263815460989699,Main,,,HMDB0000956,"NA (NA, NA)",,,0.026*,Tartaric acid,bmi
Genotype_ x time(joint),,,,1.75599600727217,0.186117176315889,Interaction,,,HMDB0000956,"NA (NA, NA)",,,0.186,Tartaric acid,bmi
Genotype_HC Genotype_,0.532143879317038,0.178654215638089,0.00490180355754215,,,Main,0.181981616666383,0.882306141967692,HMDB0000956,"0.5 (0.2, 0.9)",4.9e-03,4.9e-03**,,Tartaric acid,primary
Genotype_HC Genotype_ x time120,-0.336514111909539,0.207585264814213,0.112856231772017,,,Interaction,-0.743381230945397,0.0703530071263192,HMDB0000956,"-0.3 (-0.7, 0.1)",0.113,0.113,,Tartaric acid,primary
Genotype_HC Genotype_ x time235,-0.337526481968347,0.207585264814213,0.111810993354914,,,Interaction,-0.744393601004206,0.0693406370675107,HMDB0000956,"-0.3 (-0.7, 0.1)",0.112,0.112,,Tartaric acid,primary
Genotype_(joint),,,,5.38549058514547,0.0254879062050056,Main,,,HMDB0000956,"NA (NA, NA)",,,0.025*,Tartaric acid,primary
Genotype_ x time(joint),,,,1.75723865857599,0.185577107399066,Interaction,,,HMDB0000956,"NA (NA, NA)",,,0.186,Tartaric acid,primary
Genotype_HC Genotype_,0.28944001929984,0.983195796344088,0.774682931222726,,,Main,-1.63762374153457,2.21650378013425,HMDB0000932,"0.3 (-1.6, 2.2)",0.775,0.775,,Tauro-alpha-muricholic acid or Tauro-beta-muricholic acid,bmi
Genotype_HC Genotype_ x time120,0.664441695061092,0.321246485959581,0.0473246147828885,,,Interaction,0.0347985825803139,1.29408480754187,HMDB0000932,"0.7 (0, 1.3)",0.047,0.047*,,Tauro-alpha-muricholic acid or Tauro-beta-muricholic acid,bmi
Genotype_HC Genotype_ x time235,0.51257550552571,0.321246485959581,0.121063971622257,,,Interaction,-0.117067606955068,1.14221861800649,HMDB0000932,"0.5 (-0.1, 1.1)",0.121,0.121,,Tauro-alpha-muricholic acid or Tauro-beta-muricholic acid,bmi
Genotype_(joint),,,,0.498590077884363,0.497990100554907,Main,,,HMDB0000932,"NA (NA, NA)",,,0.498,Tauro-alpha-muricholic acid or Tauro-beta-muricholic acid,bmi
Genotype_ x time(joint),,,,2.34911064031933,0.112774428696484,Interaction,,,HMDB0000932,"NA (NA, NA)",,,0.113,Tauro-alpha-muricholic acid or Tauro-beta-muricholic acid,bmi
Genotype_HC Genotype_,0.292704948707607,0.938678270065046,0.761096863020995,,,Main,-1.54710446061988,2.1325143580351,HMDB0000932,"0.3 (-1.5, 2.1)",0.761,0.761,,Tauro-alpha-muricholic acid or Tauro-beta-muricholic acid,primary
Genotype_HC Genotype_ x time120,0.664441695061067,0.321246487300181,0.0473246156859002,,,Interaction,0.0347985799527123,1.29408481016942,HMDB0000932,"0.7 (0, 1.3)",0.047,0.047*,,Tauro-alpha-muricholic acid or Tauro-beta-muricholic acid,primary
Genotype_HC Genotype_ x time235,0.512575505525686,0.321246487300181,0.121063973157063,,,Interaction,-0.117067609582668,1.14221862063404,HMDB0000932,"0.5 (-0.1, 1.1)",0.121,0.121,,Tauro-alpha-muricholic acid or Tauro-beta-muricholic acid,primary
Genotype_(joint),,,,0.554240885198015,0.473721803199928,Main,,,HMDB0000932,"NA (NA, NA)",,,0.474,Tauro-alpha-muricholic acid or Tauro-beta-muricholic acid,primary
Genotype_ x time(joint),,,,2.3491106207129,0.112774430680752,Interaction,,,HMDB0000932,"NA (NA, NA)",,,0.113,Tauro-alpha-muricholic acid or Tauro-beta-muricholic acid,primary
Genotype_HC Genotype_,-0.48345276962742,0.467169508892782,0.315949012608056,,,Main,-1.39910500705727,0.432199467802432,HMDB0000951,"-0.5 (-1.4, 0.4)",0.316,0.316,,Taurochenodeoxycholic acid,bmi
Genotype_HC Genotype_ x time120,0.77475839849772,0.419746138129586,0.0748141597674974,,,Interaction,-0.0479440322362692,1.59746082923171,HMDB0000951,"0.8 (0, 1.6)",0.075,0.075,,Taurochenodeoxycholic acid,bmi
Genotype_HC Genotype_ x time235,0.633649332947096,0.419746138129586,0.141606614247598,,,Interaction,-0.189053097786893,1.45635176368108,HMDB0000951,"0.6 (-0.2, 1.5)",0.142,0.142,,Taurochenodeoxycholic acid,bmi
Genotype_(joint),,,,0.00122581655160434,0.972834671523488,Main,,,HMDB0000951,"NA (NA, NA)",,,0.973,Taurochenodeoxycholic acid,bmi
Genotype_ x time(joint),,,,1.93293652501914,0.162324726591311,Interaction,,,HMDB0000951,"NA (NA, NA)",,,0.162,Taurochenodeoxycholic acid,bmi
Genotype_HC Genotype_,-0.477429254048678,0.478303803604423,0.331869748177049,,,Main,-1.41490470911335,0.460046201015991,HMDB0000951,"-0.5 (-1.4, 0.5)",0.332,0.332,,Taurochenodeoxycholic acid,primary
Genotype_HC Genotype_ x time120,0.774758398497679,0.419746137938586,0.0748141596353643,,,Interaction,-0.0479440318619492,1.59746082885731,HMDB0000951,"0.8 (0, 1.6)",0.075,0.075,,Taurochenodeoxycholic acid,primary
Genotype_HC Genotype_ x time235,0.633649332947055,0.419746137938586,0.141606614065765,,,Interaction,-0.189053097412573,1.45635176330668,HMDB0000951,"0.6 (-0.2, 1.5)",0.142,0.142,,Taurochenodeoxycholic acid,primary
Genotype_(joint),,,,0.000372620724254215,0.984978807224359,Main,,,HMDB0000951,"NA (NA, NA)",,,0.985,Taurochenodeoxycholic acid,primary
Genotype_ x time(joint),,,,1.93293652677804,0.162324726326237,Interaction,,,HMDB0000951,"NA (NA, NA)",,,0.162,Taurochenodeoxycholic acid,primary
Genotype_HC Genotype_,-0.504694408990155,0.542035790753501,0.36728561851961,,,Main,-1.56708455886702,0.557695740886706,HMDB0000036,"-0.5 (-1.6, 0.6)",0.367,0.367,,Taurocholic acid,bmi
Genotype_HC Genotype_ x time120,0.798691659009877,0.434817828495473,0.0761591864588123,,,Interaction,-0.0535512848412508,1.650934602861,HMDB0000036,"0.8 (-0.1, 1.7)",0.076,0.076,,Taurocholic acid,bmi
Genotype_HC Genotype_ x time235,0.561799000753645,0.434817828495473,0.2062105065498,,,Interaction,-0.290443943097482,1.41404194460477,HMDB0000036,"0.6 (-0.3, 1.4)",0.206,0.206,,Taurocholic acid,bmi
Genotype_(joint),,,,0.0113579336787302,0.917465008723085,Main,,,HMDB0000036,"NA (NA, NA)",,,0.917,Taurocholic acid,bmi
Genotype_ x time(joint),,,,1.78005160460947,0.185981396343445,Interaction,,,HMDB0000036,"NA (NA, NA)",,,0.186,Taurocholic acid,bmi
Genotype_HC Genotype_,-0.504918004419158,0.520319911603871,0.34587290493755,,,Main,-1.52474503116275,0.514909022324429,HMDB0000036,"-0.5 (-1.5, 0.5)",0.346,0.346,,Taurocholic acid,primary
Genotype_HC Genotype_ x time120,0.798691659009893,0.434817829932786,0.076159187428745,,,Interaction,-0.0535512876583676,1.65093460567815,HMDB0000036,"0.8 (-0.1, 1.7)",0.076,0.076,,Taurocholic acid,primary
Genotype_HC Genotype_ x time235,0.561799000753668,0.434817829932786,0.206210508057214,,,Interaction,-0.290443945914592,1.41404194742193,HMDB0000036,"0.6 (-0.3, 1.4)",0.206,0.206,,Taurocholic acid,primary
Genotype_(joint),,,,0.0127299023638325,0.912400648942379,Main,,,HMDB0000036,"NA (NA, NA)",,,0.912,Taurocholic acid,primary
Genotype_ x time(joint),,,,1.78005159284145,0.185981398382826,Interaction,,,HMDB0000036,"NA (NA, NA)",,,0.186,Taurocholic acid,primary
Genotype_HC Genotype_,-1.05864832057149,0.676705052813084,0.143126652468205,,,Main,-2.38499022408513,0.267693582942159,HMDB0000896,"-1.1 (-2.4, 0.3)",0.143,0.143,,Taurodeoxycholic acid,bmi
Genotype_HC Genotype_ x time120,0.883871409887638,0.450141655526821,0.0589108860544458,,,Interaction,0.00159376505506792,1.76614905472021,HMDB0000896,"0.9 (0, 1.8)",0.059,0.059,,Taurodeoxycholic acid,bmi
Genotype_HC Genotype_ x time235,0.759700475657047,0.450141655526821,0.101842047217229,,,Interaction,-0.122577169175523,1.64197812048962,HMDB0000896,"0.8 (-0.1, 1.6)",0.102,0.102,,Taurodeoxycholic acid,bmi
Genotype_(joint),,,,0.668330085552317,0.434742036794116,Main,,,HMDB0000896,"NA (NA, NA)",,,0.435,Taurodeoxycholic acid,bmi
Genotype_ x time(joint),,,,2.25996279670006,0.121834716317837,Interaction,,,HMDB0000896,"NA (NA, NA)",,,0.122,Taurodeoxycholic acid,bmi
Genotype_HC Genotype_,-1.0495386205583,0.69242416181655,0.152765945247118,,,Main,-2.40668997771874,0.307612736602136,HMDB0000896,"-1 (-2.4, 0.3)",0.153,0.153,,Taurodeoxycholic acid,primary
Genotype_HC Genotype_ x time120,0.88387140988765,0.450141655787204,0.0589108861998315,,,Interaction,0.0015937645447307,1.76614905523057,HMDB0000896,"0.9 (0, 1.8)",0.059,0.059,,Taurodeoxycholic acid,primary
