Exposure,beta,se,p,anovaF,anovaP,Effect,lowCI,upCI,Outcome,Beta.SE,P,P_signif,anovaP_signif,outcome
Time_120,-0.0445267291609635,0.0329174557292636,0.185639752114244,,,Main,-0.10904494239032,0.0199914840683932,Ribothymidine,"0 (-0.1, 0)",0.186,0.186,,HMDB0000884
Time_235,0.0294988708211965,0.0329174557292636,0.376866638949121,,,Main,-0.0350193424081602,0.0940170840505532,Ribothymidine,"0 (0, 0.1)",0.377,0.377,,HMDB0000884
Time_(joint),,,,2.56334396654626,0.0927727288092825,Main,,,Ribothymidine,"NA (NA, NA)",,,0.093,HMDB0000884
Time_120,-0.321074085338906,0.0466244963389711,8.57088968443784e-08,,,Main,-0.412458098163289,-0.229690072514523,Tridecylic acid,"-0.3 (-0.4, -0.2)",8.6e-08,8.6e-08***,,HMDB0000910
Time_235,-0.126725714483409,0.0466244963389711,0.0105142876799778,,,Main,-0.218109727307792,-0.0353417016590258,Tridecylic acid,"-0.1 (-0.2, 0)",0.011,0.011*,,HMDB0000910
Time_(joint),,,,24.0617218265251,4.19030866379261e-07,Main,,,Tridecylic acid,"NA (NA, NA)",,,4.2e-07***,HMDB0000910
Time_120,-0.213019134882521,0.0373985374023807,2.62235467238565e-06,,,Main,-0.286320268191187,-0.139718001573854,Eicosanedioic acid,"-0.2 (-0.3, -0.1)",2.6e-06,2.6e-06***,,HMDB0242141
Time_235,-0.301055583563609,0.0373985374023807,3.43013395952371e-09,,,Main,-0.374356716872275,-0.227754450254942,Eicosanedioic acid,"-0.3 (-0.4, -0.2)",3.4e-09,3.4e-09***,,HMDB0242141
Time_(joint),,,,34.2620791149285,1.11191737662301e-08,Main,,,Eicosanedioic acid,"NA (NA, NA)",,,1.1e-08***,HMDB0242141
Time_120,0.222354784005083,0.187432202201313,0.244229090503356,,,Main,-0.14501233230949,0.589721900319655,3-Hydroxyhippuric acid,"0.2 (-0.1, 0.6)",0.244,0.244,,HMDB0006116
Time_235,0.109092737520247,0.187432202201313,0.564619288747498,,,Main,-0.258274378794326,0.476459853834819,3-Hydroxyhippuric acid,"0.1 (-0.3, 0.5)",0.565,0.565,,HMDB0006116
Time_(joint),,,,0.703761393553834,0.502216850842651,Main,,,3-Hydroxyhippuric acid,"NA (NA, NA)",,,0.502,HMDB0006116
Time_120,-0.0148667570236762,0.0254810128835289,0.563684045130415,,,Main,-0.0648095422753929,0.0350760282280405,Hippuric acid,"0 (-0.1, 0)",0.564,0.564,,HMDB0000714
Time_235,0.0353331519778283,0.0254810128835289,0.175134751105,,,Main,-0.0146096332738883,0.0852759372295449,Hippuric acid,"0 (0, 0.1)",0.175,0.175,,HMDB0000714
Time_(joint),,,,2.04815105962543,0.145544649959348,Main,,,Hippuric acid,"NA (NA, NA)",,,0.146,HMDB0000714
Time_120,-0.3886112296092,0.0455668245651037,9.56607819143819e-10,,,Main,-0.477922205756804,-0.299300253461597,Palmitoyl-EA,"-0.4 (-0.5, -0.3)",9.6e-10,9.6e-10***,,HMDB0002100
Time_235,-0.255988232199877,0.0455668245651037,3.29047590758177e-06,,,Main,-0.34529920834748,-0.166677256052274,Palmitoyl-EA,"-0.3 (-0.3, -0.2)",3.3e-06,3.3e-06***,,HMDB0002100
Time_(joint),,,,37.5882610073123,3.98845868292206e-09,Main,,,Palmitoyl-EA,"NA (NA, NA)",,,4e-09***,HMDB0002100
Time_120,-1.0106237055658,0.0957055599280844,5.88248980938471e-12,,,Main,-1.19820660302484,-0.823040808106751,Eicosapentaenoic acid,"-1 (-1.2, -0.8)",5.9e-12,5.9e-12***,,HMDB0001999
Time_235,-0.689701029885236,0.0957055599280844,3.48410432690962e-08,,,Main,-0.877283927344281,-0.502118132426191,Eicosapentaenoic acid,"-0.7 (-0.9, -0.5)",3.5e-08,3.5e-08***,,HMDB0001999
Time_(joint),,,,58.2284215113767,2.17168137039159e-11,Main,,,Eicosapentaenoic acid,"NA (NA, NA)",,,2.2e-11***,HMDB0001999
Time_120,-1.53782450181442,0.152128090567586,1.73882839965152e-11,,,Main,-1.83599555932688,-1.23965344430195,alpha-Linolenic acid,"-1.5 (-1.8, -1.2)",1.7e-11,1.7e-11***,,HMDB0001388
Time_235,-0.489633298164298,0.152128090567586,0.00294942317439479,,,Main,-0.787804355676766,-0.19146224065183,alpha-Linolenic acid,"-0.5 (-0.8, -0.2)",2.9e-03,2.9e-03**,,HMDB0001388
Time_(joint),,,,53.3402009968591,6.45889439130941e-11,Main,,,alpha-Linolenic acid,"NA (NA, NA)",,,6.5e-11***,HMDB0001388
Time_120,-1.21461512225994,0.122382888206378,3.2419837974462e-13,,,Main,-1.45448558314444,-0.974744661375441,Myristic acid,"-1.2 (-1.5, -1)",3.2e-13,3.2e-13***,,HMDB0000806
Time_235,-0.473627102563079,0.122382888206378,0.00032797359074097,,,Main,-0.71349756344758,-0.233756641678578,Myristic acid,"-0.5 (-0.7, -0.2)",3.3e-04,3.3e-04***,,HMDB0000806
Time_(joint),,,,50.0454028657144,1.80765435660628e-12,Main,,,Myristic acid,"NA (NA, NA)",,,1.8e-12***,HMDB0000806
Time_120,-0.425384876089582,0.0457343996189079,1.29385913761469e-10,,,Main,-0.515024299342642,-0.335745452836523,2-Hydroxy palmitic acid,"-0.4 (-0.5, -0.3)",1.3e-10,1.3e-10***,,HMDB0031057
Time_235,-0.363129092710697,0.0457343996189079,4.61879354219209e-09,,,Main,-0.452768515963757,-0.273489669457638,2-Hydroxy palmitic acid,"-0.4 (-0.5, -0.3)",4.6e-09,4.6e-09***,,HMDB0031057
Time_(joint),,,,50.4694121477574,1.27048724008242e-10,Main,,,2-Hydroxy palmitic acid,"NA (NA, NA)",,,1.3e-10***,HMDB0031057
Time_120,-1.2494756014473,0.0997233180629853,6.96944778493613e-14,,,Main,-1.44493330485075,-1.05401789804385,Docosahexaenoic acid,"-1.2 (-1.4, -1.1)",7e-14,7e-14***,,HMDB0002183
Time_235,-0.685143214856986,0.0997233180629853,8.96618126478918e-08,,,Main,-0.880600918260437,-0.489685511453535,Docosahexaenoic acid,"-0.7 (-0.9, -0.5)",9e-08,9e-08***,,HMDB0002183
Time_(joint),,,,78.7378221029438,4.38071876294527e-13,Main,,,Docosahexaenoic acid,"NA (NA, NA)",,,4.4e-13***,HMDB0002183
Time_120,-2.05601858120766,0.182836610804887,4.7339584953467e-15,,,Main,-2.41437833838524,-1.69765882403008,Palmitoleic acid,"-2.1 (-2.4, -1.7)",4.7e-15,4.7e-15***,,HMDB0003229
Time_235,-0.823718858341805,0.182836610804887,4.24701081650544e-05,,,Main,-1.18207861551938,-0.465359101164226,Palmitoleic acid,"-0.8 (-1.2, -0.5)",4.2e-05,4.2e-05***,,HMDB0003229
Time_(joint),,,,64.0585947425332,2.82194007054216e-14,Main,,,Palmitoleic acid,"NA (NA, NA)",,,2.8e-14***,HMDB0003229
Time_120,-0.922527588350908,0.0850440422349047,2.98520285712927e-12,,,Main,-1.08921391113132,-0.755841265570495,Arachidonic acid,"-0.9 (-1.1, -0.8)",3.0e-12,3.0e-12***,,HMDB0001043
Time_235,-0.631360106035404,0.0850440422349047,1.90191135619962e-08,,,Main,-0.798046428815817,-0.46467378325499,Arachidonic acid,"-0.6 (-0.8, -0.5)",1.9e-08,1.9e-08***,,HMDB0001043
Time_(joint),,,,61.502626801679,1.08857114024935e-11,Main,,,Arachidonic acid,"NA (NA, NA)",,,1.1e-11***,HMDB0001043
Time_120,0.0515844657882561,0.0481606380324063,0.292140412323819,,,Main,-0.0428103847552602,0.145979316331772,11-Deoxycortisol,"0.1 (0, 0.1)",0.292,0.292,,HMDB0000015
Time_235,0.0419057719346213,0.0481606380324063,0.390712682411962,,,Main,-0.052489078608895,0.136300622478138,11-Deoxycortisol,"0 (-0.1, 0.1)",0.391,0.391,,HMDB0000015
Time_(joint),,,,0.648247597884167,0.52969186496501,Main,,,11-Deoxycortisol,"NA (NA, NA)",,,0.53,HMDB0000015
Time_120,0.0961329793970956,0.0761462817224582,0.215900197837486,,,Main,-0.0531137327789225,0.245379691573114,Lauroyl diethanolamide,"0.1 (-0.1, 0.2)",0.216,0.216,,HMDB0032358
Time_235,0.0106363404355665,0.0761462817224582,0.88978593472622,,,Main,-0.138610371740452,0.159883052611585,Lauroyl diethanolamide,"0 (-0.1, 0.2)",0.89,0.89,,HMDB0032358
Time_(joint),,,,0.958009678922252,0.394386155791275,Main,,,Lauroyl diethanolamide,"NA (NA, NA)",,,0.394,HMDB0032358
Time_120,-0.0825891468516253,0.0222511194927853,0.000781390490960703,,,Main,-0.126201341057484,-0.0389769526457661,3-Oxooctadecanoic acid,"-0.1 (-0.1, 0)",7.8e-04,7.8e-04***,,HMDB0010736
Time_235,-0.0629163183965638,0.0222511194927853,0.00802403403437356,,,Main,-0.106528512602423,-0.0193041241907046,3-Oxooctadecanoic acid,"-0.1 (-0.1, 0)",8.0e-03,8.0e-03**,,HMDB0010736
Time_(joint),,,,7.51778943641179,0.00210656930497692,Main,,,3-Oxooctadecanoic acid,"NA (NA, NA)",,,2.1e-03**,HMDB0010736
Time_120,-1.1446973891707,0.103647823010154,8.88131824003208e-15,,,Main,-1.34784712227061,-0.941547656070802,Linoleic acid,"-1.1 (-1.3, -0.9)",8.9e-15,8.9e-15***,,HMDB0000673
Time_235,-0.373416672063409,0.103647823010154,0.000745707814644659,,,Main,-0.576566405163311,-0.170266938963507,Linoleic acid,"-0.4 (-0.6, -0.2)",7.5e-04,7.5e-04***,,HMDB0000673
Time_(joint),,,,63.441949160496,3.34036469141794e-14,Main,,,Linoleic acid,"NA (NA, NA)",,,3.3e-14***,HMDB0000673
Time_120,-1.56941557284424,0.132624657698577,3.1654838389394e-13,,,Main,-1.82935990193345,-1.30947124375503,Docosapentaenoic acid (22n-6),"-1.6 (-1.8, -1.3)",3.2e-13,3.2e-13***,,HMDB0001976
Time_235,-0.975076266059551,0.132624657698577,2.32125686182831e-08,,,Main,-1.23502059514876,-0.71513193697034,Docosapentaenoic acid (22n-6),"-1 (-1.2, -0.7)",2.3e-08,2.3e-08***,,HMDB0001976
Time_(joint),,,,71.3895798958919,1.59428257204024e-12,Main,,,Docosapentaenoic acid (22n-6),"NA (NA, NA)",,,1.6e-12***,HMDB0001976
Time_120,-0.539558145883353,0.0672094753570894,3.63930216963747e-09,,,Main,-0.671288717583248,-0.407827574183458,Pentadecylic acid,"-0.5 (-0.7, -0.4)",3.6e-09,3.6e-09***,,HMDB0000826
Time_235,-0.249148383472799,0.0672094753570894,0.000791444842331064,,,Main,-0.380878955172694,-0.117417811772903,Pentadecylic acid,"-0.2 (-0.4, -0.1)",7.9e-04,7.9e-04***,,HMDB0000826
Time_(joint),,,,32.2872657761126,2.11153291337884e-08,Main,,,Pentadecylic acid,"NA (NA, NA)",,,2.1e-08***,HMDB0000826
Time_120,0.0549108165865683,0.112362852267562,0.628392388860986,,,Main,-0.165320373857854,0.27514200703099,Linoleoyl-EA,"0.1 (-0.2, 0.3)",0.628,0.628,,HMDB0012252
Time_235,0.00525381914746749,0.112362852267562,0.962997004218414,,,Main,-0.214977371296955,0.22548500959189,Linoleoyl-EA,"0 (-0.2, 0.2)",0.963,0.963,,HMDB0012252
Time_(joint),,,,0.145437324145964,0.865212357527754,Main,,,Linoleoyl-EA,"NA (NA, NA)",,,0.865,HMDB0012252
Time_120,-1.82589892754154,0.162362027871172,4.72312167551107e-15,,,Main,-2.14412850216904,-1.50766935291404,10Z-Heptadecenoic acid,"-1.8 (-2.1, -1.5)",4.7e-15,4.7e-15***,,HMDB0060038
Time_235,-0.774092870050784,0.162362027871172,1.76987451308059e-05,,,Main,-1.09232244467828,-0.455863295423287,10Z-Heptadecenoic acid,"-0.8 (-1.1, -0.5)",1.8e-05,1.8e-05***,,HMDB0060038
Time_(joint),,,,63.7221755662788,3.09345887721789e-14,Main,,,10Z-Heptadecenoic acid,"NA (NA, NA)",,,3.1e-14***,HMDB0060038
Time_120,0.263007957580804,0.191860036935381,0.179966172791872,,,Main,-0.113037714812543,0.639053629974152,Biliverdin,"0.3 (-0.1, 0.6)",0.18,0.18,,HMDB0001008
Time_235,0.194600520634645,0.191860036935381,0.318055413380048,,,Main,-0.181445151758703,0.570646193027992,Biliverdin,"0.2 (-0.2, 0.6)",0.318,0.318,,HMDB0001008
Time_(joint),,,,1.01169333414067,0.37493760382207,Main,,,Biliverdin,"NA (NA, NA)",,,0.375,HMDB0001008
Time_120,-1.26485351849862,0.105664687747748,2.33967211489171e-13,,,Main,-1.4719563064842,-1.05775073051303,Eicosatrienoic acid,"-1.3 (-1.5, -1.1)",2.3e-13,2.3e-13***,,HMDB0002925
Time_235,-0.661956854476,0.105664687747748,5.05549158767672e-07,,,Main,-0.869059642461586,-0.454854066490414,Eicosatrienoic acid,"-0.7 (-0.9, -0.5)",5.1e-07,5.1e-07***,,HMDB0002925
Time_(joint),,,,71.6978666834357,1.50693759764078e-12,Main,,,Eicosatrienoic acid,"NA (NA, NA)",,,1.5e-12***,HMDB0002925
Time_120,0.0697065014742915,0.0594425828935556,0.249584338660198,,,Main,-0.0468009609970776,0.18621396394566,Mesobilirubinogen,"0.1 (0, 0.2)",0.25,0.25,,HMDB0001898
Time_235,0.106612621615025,0.0594425828935556,0.0823424826086398,,,Main,-0.00989484085634401,0.223120084086394,Mesobilirubinogen,"0.1 (0, 0.2)",0.082,0.082,,HMDB0001898
Time_(joint),,,,1.65913910120114,0.206256328111188,Main,,,Mesobilirubinogen,"NA (NA, NA)",,,0.206,HMDB0001898
Time_120,-0.355269480210284,0.0340492291463569,7.93664590619604e-12,,,Main,-0.422005969337144,-0.288532991083425,Palmitic acid,"-0.4 (-0.4, -0.3)",7.9e-12,7.9e-12***,,HMDB0000220
Time_235,-0.147484653428856,0.0340492291463569,0.000136840069248227,,,Main,-0.214221142555715,-0.0807481643019963,Palmitic acid,"-0.1 (-0.2, -0.1)",1.4e-04,1.4e-04***,,HMDB0000220
Time_(joint),,,,54.9568464818292,4.46694735658748e-11,Main,,,Palmitic acid,"NA (NA, NA)",,,4.5e-11***,HMDB0000220
Time_120,-1.37863246566259,0.116706381016049,3.31402491189196e-13,,,Main,-1.60737697245405,-1.14988795887113,Adrenic acid,"-1.4 (-1.6, -1.1)",3.3e-13,3.3e-13***,,HMDB0002226
Time_235,-0.792570430060491,0.116706381016049,1.12244621802358e-07,,,Main,-1.02131493685195,-0.563825923269034,Adrenic acid,"-0.8 (-1, -0.6)",1.1e-07,1.1e-07***,,HMDB0002226
Time_(joint),,,,70.2932958904821,1.9511326854691e-12,Main,,,Adrenic acid,"NA (NA, NA)",,,2e-12***,HMDB0002226
Time_120,-0.889517964052074,0.101237032374467,4.86225623127862e-10,,,Main,-1.08794254750603,-0.691093380598119,Cer 18:1;O2/14:0,"-0.9 (-1.1, -0.7)",4.9e-10,4.9e-10***,,HMDB0011773
Time_235,-0.0636900558251675,0.101237032374467,0.533737531880781,,,Main,-0.262114639279123,0.134734527628788,Cer 18:1;O2/14:0,"-0.1 (-0.3, 0.1)",0.534,0.534,,HMDB0011773
Time_(joint),,,,48.0469472223725,2.30133079886526e-10,Main,,,Cer 18:1;O2/14:0,"NA (NA, NA)",,,2.3e-10***,HMDB0011773
Time_120,-0.910271598463269,0.0784471885068823,1.56126801108267e-15,,,Main,-1.06402808793676,-0.75651510898978,Oleic acid,"-0.9 (-1.1, -0.8)",1.6e-15,1.6e-15***,,HMDB0000207
Time_235,-0.392750025464646,0.0784471885068823,7.88368709296386e-06,,,Main,-0.546506514938136,-0.238993535991157,Oleic acid,"-0.4 (-0.5, -0.2)",7.9e-06,7.9e-06***,,HMDB0000207
Time_(joint),,,,67.7436567992938,1.05498110648976e-14,Main,,,Oleic acid,"NA (NA, NA)",,,1.1e-14***,HMDB0000207
Time_120,-1.71999879445133,0.168352551524941,1.33843299632186e-11,,,Main,-2.04996979544021,-1.39002779346245,2-Hydroxystearic acid,"-1.7 (-2, -1.4)",1.3e-11,1.3e-11***,,HMDB0062549
Time_235,-1.03357464476983,0.168352551524941,7.25576426468146e-07,,,Main,-1.36354564575872,-0.70360364378095,2-Hydroxystearic acid,"-1 (-1.4, -0.7)",7.3e-07,7.3e-07***,,HMDB0062549
Time_(joint),,,,52.8986217649781,7.15403848455588e-11,Main,,,2-Hydroxystearic acid,"NA (NA, NA)",,,7.2e-11***,HMDB0062549
Time_120,-2.64842066404068,0.25228207311272,6.81483617833968e-12,,,Main,-3.14289352734161,-2.15394780073974,Eicosadienoic acid,"-2.6 (-3.1, -2.2)",6.8e-12,6.8e-12***,,HMDB0005060
Time_235,-1.03007017760504,0.25228207311272,0.000277214767342614,,,Main,-1.52454304090597,-0.535597314304111,Eicosadienoic acid,"-1 (-1.5, -0.5)",2.8e-04,2.8e-04***,,HMDB0005060
Time_(joint),,,,56.0087243686309,3.52986307904488e-11,Main,,,Eicosadienoic acid,"NA (NA, NA)",,,3.5e-11***,HMDB0005060
Time_120,-2.07368447383967,0.195206275609395,5.06265256996103e-12,,,Main,-2.45628877403409,-1.69108017364526,Margaric acid,"-2.1 (-2.5, -1.7)",5.1e-12,5.1e-12***,,HMDB0002259
Time_235,-0.751721003081183,0.195206275609395,0.00053143177278973,,,Main,-1.1343253032756,-0.369116702886769,Margaric acid,"-0.8 (-1.1, -0.4)",5.3e-04,5.3e-04***,,HMDB0002259
Time_(joint),,,,57.846775491453,2.35838742264499e-11,Main,,,Margaric acid,"NA (NA, NA)",,,2.4e-11***,HMDB0002259
Time_120,-0.178788170554806,0.0168463776311364,5.18619301530956e-12,,,Main,-0.211807070711834,-0.145769270397779,Stearic acid,"-0.2 (-0.2, -0.1)",5.2e-12,5.2e-12***,,HMDB0000827
Time_235,-0.110737334184654,0.0168463776311364,2.08629468853554e-07,,,Main,-0.143756234341682,-0.0777184340276272,Stearic acid,"-0.1 (-0.1, -0.1)",2.1e-07,2.1e-07***,,HMDB0000827
Time_(joint),,,,57.3864315425562,2.60655794581879e-11,Main,,,Stearic acid,"NA (NA, NA)",,,2.6e-11***,HMDB0000827
Time_120,-0.0470395178718628,0.0598748519999031,0.435944941477232,,,Main,-0.164394227791673,0.0703151920479473,3-Hydroxyanthranilic acid,"0 (-0.2, 0.1)",0.436,0.436,,HMDB0001476
Time_235,-0.015728852566704,0.0598748519999031,0.793909567412759,,,Main,-0.133083562486514,0.101625857353106,3-Hydroxyanthranilic acid,"0 (-0.1, 0.1)",0.794,0.794,,HMDB0001476
Time_(joint),,,,0.319895194787964,0.727761411773361,Main,,,3-Hydroxyanthranilic acid,"NA (NA, NA)",,,0.728,HMDB0001476
Time_120,-1.77235752144605,0.145060852566391,1.36220196904412e-13,,,Main,-2.05667679247618,-1.48803825041592,Eicosenoic acid,"-1.8 (-2.1, -1.5)",1.4e-13,1.4e-13***,,HMDB0002231
Time_235,-0.855597112532962,0.145060852566391,1.45771911175889e-06,,,Main,-1.13991638356309,-0.571277841502835,Eicosenoic acid,"-0.9 (-1.1, -0.6)",1.5e-06,1.5e-06***,,HMDB0002231
Time_(joint),,,,74.6697308870369,8.84142972997244e-13,Main,,,Eicosenoic acid,"NA (NA, NA)",,,8.8e-13***,HMDB0002231
Time_120,-1.50699314328519,0.110851428427114,7.64528127487654e-15,,,Main,-1.72426194300233,-1.28972434356805,Phytanic acid,"-1.5 (-1.7, -1.3)",7.6e-15,7.6e-15***,,HMDB0000801
Time_235,-1.23108967527402,0.110851428427114,1.6396922152806e-12,,,Main,-1.44835847499116,-1.01382087555687,Phytanic acid,"-1.2 (-1.4, -1)",1.6e-12,1.6e-12***,,HMDB0000801
Time_(joint),,,,104.78300044976,8.99134055493316e-15,Main,,,Phytanic acid,"NA (NA, NA)",,,9e-15***,HMDB0000801
Time_120,-1.24797631977793,0.102652748885681,1.55456169825177e-13,,,Main,-1.44917570759387,-1.046776931962,Xi-17-Methyloctadecanoic acid,"-1.2 (-1.4, -1)",1.6e-13,1.6e-13***,,HMDB0061710
Time_235,-0.786952453421459,0.102652748885681,9.74933991798946e-09,,,Main,-0.988151841237393,-0.585753065605524,Xi-17-Methyloctadecanoic acid,"-0.8 (-1, -0.6)",9.7e-09,9.7e-09***,,HMDB0061710
Time_(joint),,,,75.5796716767345,7.53588749827482e-13,Main,,,Xi-17-Methyloctadecanoic acid,"NA (NA, NA)",,,7.5e-13***,HMDB0061710
Time_120,-1.17636801951535,0.107622866754018,2.46085011019848e-12,,,Main,-1.38730883835323,-0.965427200677478,Nonadecylic acid,"-1.2 (-1.4, -1)",2.5e-12,2.5e-12***,,HMDB0000772
Time_235,-0.567887593962707,0.107622866754018,8.88474416666987e-06,,,Main,-0.778828412800583,-0.356946775124831,Nonadecylic acid,"-0.6 (-0.8, -0.4)",8.9e-06,8.9e-06***,,HMDB0000772
Time_(joint),,,,59.7612471186803,1.56590670742937e-11,Main,,,Nonadecylic acid,"NA (NA, NA)",,,1.6e-11***,HMDB0000772
Time_120,-0.623374878519509,0.0635252081126368,3.5903394849617e-11,,,Main,-0.747884286420278,-0.498865470618741,Arachidic acid,"-0.6 (-0.7, -0.5)",3.6e-11,3.6e-11***,,HMDB0002212
Time_235,-0.333506726886994,0.0635252081126368,9.60173948331865e-06,,,Main,-0.458016134787762,-0.208997318986225,Arachidic acid,"-0.3 (-0.5, -0.2)",9.6e-06,9.6e-06***,,HMDB0002212
Time_(joint),,,,48.2264450067155,2.20037937821207e-10,Main,,,Arachidic acid,"NA (NA, NA)",,,2.2e-10***,HMDB0002212
Time_120,-0.942616510520175,0.0735455205301219,3.79236410294397e-14,,,Main,-1.08676573075921,-0.798467290281136,cis-Erucic acid,"-0.9 (-1.1, -0.8)",3.8e-14,3.8e-14***,,HMDB0002068
Time_235,-0.601275002181118,0.0735455205301219,2.44624193334951e-09,,,Main,-0.745424222420157,-0.457125781942079,cis-Erucic acid,"-0.6 (-0.7, -0.5)",2.4e-09,2.4e-09***,,HMDB0002068
Time_(joint),,,,84.2167863106732,1.78185422077008e-13,Main,,,cis-Erucic acid,"NA (NA, NA)",,,1.8e-13***,HMDB0002068
Time_120,-0.840000151279,0.0558957751110542,4.71792681829343e-16,,,Main,-0.949555870496666,-0.730444432061334,Nervonic acid,"-0.8 (-0.9, -0.7)",4.7e-16,4.7e-16***,,HMDB0002368
Time_235,-0.51126185422203,0.0558957751110542,1.9181490302339e-10,,,Main,-0.620817573439696,-0.401706135004364,Nervonic acid,"-0.5 (-0.6, -0.4)",1.9e-10,1.9e-10***,,HMDB0002368
Time_(joint),,,,114.69714196752,2.54485039787957e-15,Main,,,Nervonic acid,"NA (NA, NA)",,,2.5e-15***,HMDB0002368
Time_120,0.00623059407281885,0.0174327995721309,0.72313408969322,,,Main,-0.0279376930885578,0.0403988812341955,2-Aminoheptanoic acid,"0 (0, 0)",0.723,0.723,,HMDB0094649
Time_235,-0.0222956625432005,0.0174327995721309,0.210112298839662,,,Main,-0.0564639497045771,0.0118726246181761,2-Aminoheptanoic acid,"0 (-0.1, 0)",0.21,0.21,,HMDB0094649
Time_(joint),,,,1.4803697273176,0.242722421400649,Main,,,2-Aminoheptanoic acid,"NA (NA, NA)",,,0.243,HMDB0094649
Time_120,0.0127794469287006,0.0155132203820414,0.4161635150067,,,Main,-0.0176264650201005,0.0431853588775016,2-Hydroxyglutaric acid,"0 (0, 0)",0.416,0.416,,HMDB0059655
Time_235,-0.00974220863265299,0.0155132203820414,0.53446437907504,,,Main,-0.040148120581454,0.0206637033161481,2-Hydroxyglutaric acid,"0 (0, 0)",0.534,0.534,,HMDB0059655
Time_(joint),,,,1.06020920386774,0.358236705982504,Main,,,2-Hydroxyglutaric acid,"NA (NA, NA)",,,0.358,HMDB0059655
Time_120,0.662821300244611,0.0957907933118502,7.80576860550076e-08,,,Main,0.475071345353385,0.850571255135838,2-Phosphoglyceric acid,"0.7 (0.5, 0.9)",7.8e-08,7.8e-08***,,HMDB0000362
Time_235,0.795582024800017,0.0957907933118502,1.72832014789417e-09,,,Main,0.607832069908791,0.983331979691244,2-Phosphoglyceric acid,"0.8 (0.6, 1)",1.7e-09,1.7e-09***,,HMDB0000362
Time_(joint),,,,39.5932491652154,2.21598510055872e-09,Main,,,2-Phosphoglyceric acid,"NA (NA, NA)",,,2.2e-09***,HMDB0000362
Time_120,0.00810434675129474,0.00766602520838695,0.298346628951685,,,Main,-0.00692106265714369,0.0231297561597332,Allantoin,"0 (0, 0)",0.298,0.298,,HMDB0000462
Time_235,0.0167649823363965,0.00766602520838695,0.0361719604557375,,,Main,0.00173957292795809,0.0317903917448349,Allantoin,"0 (0, 0)",0.036,0.036*,,HMDB0000462
Time_(joint),,,,2.39218673669602,0.107593451455716,Main,,,Allantoin,"NA (NA, NA)",,,0.108,HMDB0000462
Time_120,-1.59138637347076,0.15488454548179,1.16347509860382e-11,,,Main,-1.89496008261507,-1.28781266432645,gamma-Linolenic acid,"-1.6 (-1.9, -1.3)",1.2e-11,1.2e-11***,,HMDB0003073
Time_235,-0.706172052680862,0.15488454548179,7.11722381580262e-05,,,Main,-1.00974576182517,-0.402598343536554,gamma-Linolenic acid,"-0.7 (-1, -0.4)",7.1e-05,7.1e-05***,,HMDB0003073
Time_(joint),,,,53.0070529611364,6.97628225530748e-11,Main,,,gamma-Linolenic acid,"NA (NA, NA)",,,7e-11***,HMDB0003073
Time_120,-0.136311819545567,0.0309310102431412,0.000110268710085383,,,Main,-0.196936599622123,-0.07568703946901,3-(3-Hydroxyphenyl)propanoic acid,"-0.1 (-0.2, -0.1)",1.1e-04,1.1e-04***,,HMDB0000375
Time_235,-0.139908331033931,0.0309310102431412,7.89679114180094e-05,,,Main,-0.200533111110487,-0.0792835509573739,3-(3-Hydroxyphenyl)propanoic acid,"-0.1 (-0.2, -0.1)",7.9e-05,7.9e-05***,,HMDB0000375
Time_(joint),,,,13.2981761047761,6.25850148614597e-05,Main,,,3-(3-Hydroxyphenyl)propanoic acid,"NA (NA, NA)",,,6.3e-05***,HMDB0000375
